component 1,component 2,component 3,class
3.3329425,2.5217247,11.155849,STAR
2.699427,2.1101308,1.9819944,STAR
4.742169,4.9911184,8.894074,STAR
11.47106,8.740477,2.8218062,GALAXY
6.89007,4.7416344,7.878434,GALAXY
3.7815957,8.045354,8.919358,QSO
5.7031918,6.08872,6.174249,GALAXY
2.2105877,10.452586,9.709898,STAR
0.24055171,3.2544858,2.7256432,GALAXY
2.7552154,11.096965,4.9978566,STAR
5.9486575,5.27905,9.191397,QSO
9.189403,3.8161857,8.038129,STAR
4.3887925,-0.76902425,2.5774415,GALAXY
1.6809223,3.173133,-2.3003247,GALAXY
5.462756,8.061537,8.391929,QSO
12.027498,7.526477,1.566621,GALAXY
5.1682386,6.8228636,4.788111,GALAXY
3.5715759,7.0010476,-3.2215385,GALAXY
2.2842925,5.31437,5.855478,GALAXY
3.6961417,4.3243556,6.819098,GALAXY
2.3898938,11.181332,8.5412245,STAR
2.8526454,7.134261,1.818305,GALAXY
3.0789661,1.2562293,6.188522,GALAXY
7.2418623,4.2545047,8.057143,QSO
2.6121068,5.5656204,2.8038173,GALAXY
1.5054116,11.803238,7.187109,STAR
3.740123,12.635298,5.5807405,QSO
3.9279902,5.2647815,5.6744876,GALAXY
11.0056,5.012628,0.9269643,GALAXY
3.5272439,5.8267183,-3.048672,GALAXY
3.5242996,-0.11225096,8.97798,STAR
5.1466765,6.05364,8.6666,QSO
5.284562,1.2905837,12.17333,STAR
2.500864,12.6081915,7.198456,STAR
2.0543761,5.9481273,0.73820585,GALAXY
4.345078,3.9508893,2.9791288,QSO
6.7779493,1.8365854,9.925085,GALAXY
4.389814,4.833428,11.504634,QSO
10.255408,10.272517,7.1416955,STAR
3.7724576,11.92033,4.0872097,GALAXY
11.44481,5.1524963,1.2490985,GALAXY
0.4992703,0.6494485,0.6944123,STAR
2.8906968,6.5084596,1.8739786,GALAXY
1.6519678,10.78633,6.4303145,GALAXY
4.0953417,-1.3998487,6.637008,GALAXY
3.7288089,8.025819,-2.8812432,GALAXY
2.743618,-3.7414305,3.8304737,STAR
4.2701645,2.2878065,0.6041389,GALAXY
1.2672685,-0.2838475,6.526103,GALAXY
10.005701,9.395183,2.8217692,GALAXY
0.68834734,4.6825786,4.952012,GALAXY
4.5836163,5.7664695,5.1057243,STAR
5.5321264,0.4190317,0.31462303,GALAXY
6.3982415,5.9548807,4.227519,GALAXY
12.218102,4.982172,3.488084,GALAXY
2.7200077,-3.676922,4.284643,GALAXY
7.0701914,1.6437718,4.9438114,GALAXY
5.570027,7.960936,4.137487,GALAXY
2.3596368,2.1026964,9.714285,GALAXY
3.284892,-2.4065144,1.4648192,STAR
6.810491,10.43513,2.4315126,STAR
1.0457205,-0.67175716,5.3804135,GALAXY
3.0370412,9.9178505,9.653021,QSO
0.032825246,0.45967612,2.0657213,GALAXY
3.8698444,10.793211,4.966697,STAR
1.7179735,-2.2847786,6.695084,GALAXY
0.6975755,4.9646335,0.9558901,GALAXY
9.365064,10.693966,9.52293,GALAXY
2.7931516,5.6863213,4.3137317,GALAXY
3.7829678,10.402772,9.444291,GALAXY
1.9380282,6.9611135,3.946911,GALAXY
6.6488867,7.8747344,10.448754,STAR
10.593888,4.775079,0.84736824,GALAXY
4.273139,4.259557,3.3502605,QSO
4.9562383,-5.369073e-05,7.674085,GALAXY
1.9563735,-2.9908576,6.0833874,QSO
4.4956045,7.86361,9.120262,QSO
5.916187,0.7594039,0.94999063,GALAXY
2.7809315,8.478355,10.126141,STAR
4.1830173,6.569605,1.2833691,GALAXY
7.2936993,5.204722,8.036076,QSO
1.7045039,2.1367135,5.1787224,GALAXY
1.71019,7.330162,-1.7879372,GALAXY
8.303494,9.873588,5.8461003,GALAXY
5.22178,5.742897,8.734684,QSO
4.747834,7.6543927,4.5689893,GALAXY
3.2570763,5.659145,8.716474,STAR
4.9114423,-0.35180742,7.6656446,GALAXY
8.306999,9.901112,5.874056,STAR
2.1976604,-3.083786,6.512439,GALAXY
3.9920444,0.6876998,11.244398,GALAXY
2.7504344,7.046135,10.44924,STAR
2.0837595,2.353855,5.1889167,GALAXY
1.5302001,-1.6663824,7.5715146,STAR
2.3987844,11.14045,9.311627,STAR
6.364524,10.465063,6.242054,STAR
7.1974134,6.7505364,4.323019,STAR
4.082265,6.6389527,1.0905592,STAR
1.740901,7.682489,8.806503,STAR
5.0242844,9.555168,5.4974613,GALAXY
5.5629163,12.3997755,4.1657667,GALAXY
1.032455,-2.8354092,5.426503,GALAXY
11.618234,4.9523745,5.312929,GALAXY
4.446258,12.639801,4.181728,QSO
2.0899706,1.9672709,3.0718255,GALAXY
3.0385633,-2.8822026,4.291529,GALAXY
3.6550999,11.727589,4.2726836,STAR
2.1363742,1.9391177,2.9547503,GALAXY
5.749024,2.0687437,6.8926105,STAR
11.45058,4.1826015,2.4064841,GALAXY
4.08834,1.9764078,1.201788,GALAXY
5.5440283,4.615316,8.723509,GALAXY
4.288486,11.0003395,8.124294,GALAXY
2.6591458,6.6656203,10.18991,STAR
2.7936897,4.4985533,2.3547635,GALAXY
2.464489,0.8918583,3.72344,GALAXY
8.762304,2.8914182,7.2755637,QSO
6.716255,2.3957326,9.320807,GALAXY
4.021347,4.375511,4.217873,STAR
10.683349,5.5960336,1.1749406,GALAXY
4.0535827,0.14276606,8.302388,GALAXY
6.440376,6.560089,8.933873,QSO
5.028361,0.18800749,1.7115104,GALAXY
2.7449577,9.099664,10.008176,GALAXY
6.04535,4.0647364,9.064045,STAR
3.2928667,5.1284966,3.2744815,GALAXY
7.265089,6.168453,4.432531,GALAXY
5.551602,1.1553676,6.0108395,STAR
6.864552,5.1561403,8.595933,QSO
4.996623,3.0133348,6.931776,QSO
6.8670373,5.630859,8.367537,QSO
-0.7020842,4.266933,3.4578898,GALAXY
3.4068453,6.562886,1.9981787,GALAXY
6.818401,0.91255593,5.111136,STAR
6.664062,9.490704,0.8154201,GALAXY
1.1986481,1.9663366,3.3032284,GALAXY
3.253703,7.09176,-3.079469,GALAXY
3.9061816,-0.39151382,8.777796,GALAXY
2.127951,6.1277924,0.949843,GALAXY
4.2127857,7.621041,5.1604295,STAR
3.772738,-2.8541846,2.4755316,GALAXY
4.821265,2.5801363,3.8886085,QSO
9.309881,11.693281,7.145792,GALAXY
4.651275,9.485975,8.768942,QSO
6.6926956,8.841947,10.600331,GALAXY
2.24025,3.3296905,4.029178,STAR
1.2262402,-2.965784,4.0941515,GALAXY
4.392622,8.62518,9.484117,QSO
6.238561,8.229486,10.743261,GALAXY
4.96968,1.0105393,8.720446,STAR
7.648175,5.010348,7.192005,QSO
6.0832524,7.15611,7.953923,GALAXY
4.8128734,3.2984085,7.617689,STAR
4.0473695,11.360906,8.262466,QSO
7.3959475,11.089485,3.5906827,QSO
4.78214,9.178063,8.609885,GALAXY
7.2807107,3.5627391,5.129235,GALAXY
3.1476932,4.832115,3.3705719,GALAXY
5.853471,5.3905087,9.194013,STAR
5.2081666,8.891684,-1.5341898,GALAXY
3.8046079,3.7165556,3.658285,STAR
3.8253076,10.939108,9.491229,QSO
8.017881,13.131007,9.559692,GALAXY
2.9430456,6.79711,10.428894,QSO
2.1461506,6.583265,9.930323,STAR
11.169867,8.473173,5.3385506,GALAXY
3.3723478,9.204478,8.82459,STAR
4.5094695,-2.6684554,1.3198366,GALAXY
-0.52778625,4.169111,2.5718822,QSO
7.4251776,7.602128,1.0719813,GALAXY
1.8450403,4.385589,3.8725576,QSO
6.705954,2.1830955,4.5964746,GALAXY
7.830541,1.8915017,6.182922,QSO
1.6806295,-0.28161657,4.6915226,GALAXY
4.527755,-2.5587082,3.6324399,GALAXY
2.130715,7.99065,9.028073,QSO
2.1567986,1.9924262,9.513136,GALAXY
7.8026643,2.9099042,6.5723076,QSO
1.4699116,6.7259183,5.7828817,STAR
3.591219,5.266741,7.205773,QSO
10.391064,8.722541,1.2484418,GALAXY
1.1842093,0.19241403,8.157417,STAR
3.4436545,-0.92981714,3.911415,GALAXY
5.36053,1.5250428,3.5831668,QSO
1.2081903,1.6699766,4.7853155,GALAXY
3.211794,11.632767,8.097184,QSO
6.4350657,14.18246,9.010521,GALAXY
6.1161423,5.624619,5.23545,STAR
3.1880193,-3.263101,3.3182938,GALAXY
7.886339,7.8744383,0.8242508,GALAXY
1.4931228,-3.1080277,5.8968925,GALAXY
3.8543732,6.3689785,9.161546,QSO
1.0191268,5.663294,1.1002198,GALAXY
2.5909414,6.729414,-2.9630942,GALAXY
12.032758,4.6293793,2.0883315,GALAXY
4.372783,-0.6651537,8.688039,GALAXY
8.216998,9.996954,6.202829,STAR
7.2560635,2.831262,4.2651157,GALAXY
5.9192796,14.272656,8.1016035,GALAXY
9.173409,5.7120795,1.3055043,GALAXY
6.4801755,5.0518913,8.880241,QSO
5.1572323,6.8991513,10.712042,QSO
8.75199,1.0682364,5.9813595,GALAXY
6.6658373,10.723478,10.218471,GALAXY
7.205868,11.399539,10.37581,STAR
0.2144607,4.5944552,1.2105047,GALAXY
8.895514,12.446659,9.089834,GALAXY
7.3156714,5.6370134,8.094459,QSO
5.123857,7.9616275,4.4253955,GALAXY
5.280352,14.022695,8.707132,GALAXY
5.316513,3.7482374,3.6182196,GALAXY
4.5291085,6.093036,9.648038,STAR
4.9501877,0.3889865,0.50657994,GALAXY
4.590971,0.09948234,7.397274,GALAXY
9.466898,6.9287543,0.21470632,GALAXY
3.4491243,4.7681026,11.641728,GALAXY
2.4491365,4.4251213,-2.8376482,GALAXY
3.7432826,4.183427,5.086509,STAR
7.559031,0.8510802,6.110341,QSO
8.858336,1.5875326,5.3579426,QSO
3.3403099,-1.3517745,1.2845428,GALAXY
3.457792,5.325694,11.37086,GALAXY
9.151394,6.2777476,0.505975,GALAXY
10.938717,9.366018,5.2878113,GALAXY
10.302485,9.746861,4.236422,GALAXY
4.601916,1.5480703,10.294737,GALAXY
10.967198,9.210843,4.489127,GALAXY
2.1241114,4.124357,1.2941194,GALAXY
8.016306,5.0903883,10.338703,GALAXY
8.038766,6.0039706,3.9884923,GALAXY
1.8800827,3.5635054,-2.5449722,STAR
2.8204682,0.44133234,4.204369,GALAXY
5.158837,11.416514,4.443612,GALAXY
3.434969,9.203577,8.689571,QSO
5.9838095,0.8070603,-0.6081826,GALAXY
0.42692712,1.5131595,-0.09961119,GALAXY
12.106932,5.025506,3.9584153,GALAXY
4.9302,13.209544,3.942884,QSO
5.0101438,6.415375,8.611859,QSO
8.678804,2.6980617,8.837846,GALAXY
-0.039765682,0.6481221,1.8146018,GALAXY
3.8482301,10.458109,9.655308,QSO
6.494956,5.6852956,4.635995,STAR
4.1432796,6.447064,0.8177912,GALAXY
5.739513,14.052287,9.243073,GALAXY
6.5948634,6.251067,7.14206,QSO
0.9223442,4.972547,1.8283886,GALAXY
2.9534714,-3.1409647,4.3037148,GALAXY
9.041205,12.1737995,9.193904,GALAXY
3.93279,11.834549,8.15902,QSO
10.120741,7.31469,0.32090816,GALAXY
3.0804367,12.515184,7.4345603,QSO
3.5427692,3.9561932,5.061489,QSO
6.5112915,4.5566034,6.0353146,GALAXY
4.0470476,3.2394855,5.1703877,GALAXY
5.262488,3.8329086,0.33857697,GALAXY
8.96032,1.7822924,5.8149533,QSO
9.825559,9.940393,8.685022,GALAXY
5.782925,-1.1944282,1.1198316,GALAXY
3.4168384,5.647607,8.934838,QSO
11.595987,4.523548,1.3124118,GALAXY
5.518118,-0.85383326,0.28582507,GALAXY
4.7526,-0.13051887,-0.72077316,GALAXY
0.4808614,4.716644,-1.6407402,STAR
2.6340072,7.1881514,3.002389,STAR
2.0047755,1.2817516,5.200486,GALAXY
0.9591638,-0.45193005,6.071788,STAR
4.577914,-1.156877,3.563534,GALAXY
5.2338486,7.321468,9.076865,GALAXY
3.102109,6.8860197,9.612946,STAR
3.3894367,1.0983964,9.380147,GALAXY
2.46658,4.298248,0.6714414,GALAXY
3.6877458,4.603693,0.3327377,GALAXY
1.9057539,-2.8716273,6.8694468,GALAXY
4.70534,3.5085466,3.003162,GALAXY
9.228589,5.323405,3.0279963,GALAXY
2.6121583,12.111021,4.7889857,STAR
9.277713,11.9397955,8.958861,GALAXY
5.138592,6.097834,5.3074102,GALAXY
5.109418,0.6317157,7.9106607,GALAXY
11.252346,8.920609,2.8818862,GALAXY
3.0305495,11.078409,8.324125,QSO
3.514954,5.5087385,3.2290428,QSO
0.8602905,3.683042,2.0428731,STAR
4.4196386,1.3670058,1.3058282,GALAXY
8.035759,4.5638695,7.4870267,QSO
7.6926847,6.834177,3.0511863,GALAXY
9.632693,3.455217,8.546149,GALAXY
6.0112987,6.6471395,4.471483,GALAXY
2.3902464,12.479827,7.8276653,STAR
8.53284,3.310842,6.501841,STAR
6.3947344,3.9661658,7.845316,QSO
10.896466,9.504651,6.0106626,GALAXY
5.2129188,8.433303,8.949344,QSO
8.91468,1.4136117,5.539895,QSO
-0.290026,3.966024,4.2221837,GALAXY
7.4273577,10.663974,10.25138,STAR
2.521151,0.67089593,9.171586,STAR
11.092814,8.920766,3.5070841,GALAXY
7.3008265,3.352729,8.601709,QSO
1.1698048,-3.127669,3.8612795,GALAXY
5.801396,-0.60408914,0.61766165,GALAXY
4.369581,8.151931,-2.3833582,GALAXY
6.5650067,2.6815429,10.49797,GALAXY
3.5058327,11.971095,8.402365,QSO
4.07666,5.4252024,0.5681021,GALAXY
6.1759996,6.2032785,9.167317,QSO
0.5287433,6.5597563,-0.7648154,GALAXY
5.524738,7.5893183,9.227834,QSO
11.003284,6.242414,0.8605414,GALAXY
4.9658036,3.2136102,10.29138,GALAXY
5.852124,3.2416265,3.7682316,GALAXY
2.537922,6.1877766,0.45537958,GALAXY
1.1831069,-2.9556692,4.1998963,GALAXY
5.4775176,1.7905837,11.890389,GALAXY
4.237728,-0.85848856,6.648847,GALAXY
6.431467,2.8830025,3.5068738,QSO
7.1388035,5.442897,8.30476,QSO
3.0503697,6.5077767,2.2305944,GALAXY
4.9069757,6.7994843,4.528381,GALAXY
1.0763111,5.4167376,1.5237446,GALAXY
8.14364,1.7685107,7.7234797,QSO
12.04691,7.212771,1.0608997,GALAXY
5.71241,7.747481,8.358645,QSO
1.6154976,-0.2458041,4.1471615,QSO
11.720861,8.330053,2.5835016,GALAXY
5.4104447,3.5393026,8.293194,STAR
0.7099153,-1.8952712,6.1993027,GALAXY
0.0383559,4.776237,2.151283,GALAXY
3.745186,0.18813825,3.5108187,GALAXY
2.933704,4.933299,2.6180637,GALAXY
0.20962475,4.598115,4.482772,GALAXY
9.828041,5.569365,1.4556738,STAR
2.9579008,8.53372,9.95383,STAR
8.377009,3.1240442,7.711372,GALAXY
3.9055,7.560057,9.730937,GALAXY
3.8435733,-0.6098063,7.0943465,STAR
3.9608176,4.231876,3.157363,GALAXY
10.853163,9.411268,5.1660433,GALAXY
0.7333112,4.2724886,3.3556688,GALAXY
3.982326,-1.1893269,-0.20358464,GALAXY
4.5085087,12.426997,4.6989193,GALAXY
1.5266699,2.916977,3.5861142,GALAXY
4.944613,13.15682,4.6435556,QSO
2.6170018,4.8232317,5.973168,GALAXY
9.471594,4.511255,9.189924,GALAXY
6.8366566,13.970787,8.638403,GALAXY
-0.27735996,0.588334,3.2774355,GALAXY
8.205213,1.2191331,5.0275416,QSO
2.9823406,7.8945546,-2.7519972,GALAXY
5.5846047,3.31811,0.01782246,GALAXY
2.8906431,1.4499344,5.726864,GALAXY
3.9224186,2.0101435,10.153582,GALAXY
2.7505476,6.966885,-3.034817,GALAXY
4.9575653,-0.53598756,-0.5885208,GALAXY
6.82997,1.5925376,7.4259768,STAR
3.1816983,-1.311637,6.5470047,GALAXY
7.763976,6.56135,10.066815,GALAXY
6.49468,4.039757,5.202585,GALAXY
5.0670037,7.824758,6.1559157,GALAXY
7.7642493,1.2638731,4.464419,STAR
3.3219569,5.2252336,2.9268353,QSO
4.566188,9.110299,9.3495655,QSO
4.543241,0.17063797,10.747777,GALAXY
1.1964903,1.3906293,-0.63096774,GALAXY
4.609341,3.7671716,3.0618837,GALAXY
3.5889225,2.7901773,11.485123,STAR
5.2457275,3.076511,-0.46569398,GALAXY
1.5907657,7.1547823,4.4112167,STAR
1.9091047,4.699926,-2.697301,GALAXY
1.697231,2.539859,8.729115,STAR
11.588486,5.4269786,1.4508986,STAR
4.726711,7.6884704,-2.322453,GALAXY
10.943438,4.428997,5.648344,GALAXY
2.4975095,-1.294168,8.466562,GALAXY
12.042007,4.8387246,3.3401685,GALAXY
6.5273485,1.9128834,8.880712,GALAXY
5.3571506,-1.2080735,1.322727,GALAXY
1.0019674,4.535444,4.9861565,GALAXY
5.0852294,0.67440736,11.485408,GALAXY
4.6483793,7.640254,-2.5192726,GALAXY
2.3916352,5.9241667,-3.0528617,STAR
5.6593804,10.675079,5.740586,STAR
8.830809,2.4336686,5.826395,QSO
2.4983833,4.6646714,-2.9314055,GALAXY
5.881414,14.388701,8.950831,GALAXY
5.438163,4.1044855,4.0717063,GALAXY
3.27888,0.6746402,2.492157,GALAXY
10.557643,5.117864,0.35024047,GALAXY
6.033806,11.181144,5.068719,QSO
3.8329163,4.2276635,6.663714,QSO
11.202951,5.127875,0.34565535,GALAXY
5.3140607,6.975198,9.530705,STAR
5.6255445,2.603841,4.6283765,QSO
8.038541,10.444363,5.938449,GALAXY
5.8619113,1.8989505,0.3057992,GALAXY
4.7754645,4.738895,11.841283,STAR
2.2307622,6.191315,8.190777,GALAXY
2.897563,-2.3631184,4.3958406,GALAXY
8.191556,0.925071,6.0824194,QSO
1.334609,3.856873,-2.2440786,GALAXY
9.1890135,6.648337,1.1847066,GALAXY
8.922477,1.5678086,5.403816,QSO
3.1841402,7.1287613,2.3248985,STAR
4.7983184,9.274632,8.442175,GALAXY
5.0222716,-0.4126735,7.798857,GALAXY
1.4053365,5.6747518,8.477454,STAR
5.725734,6.42219,9.057743,GALAXY
6.170451,7.082923,4.500791,GALAXY
4.069234,-0.14003707,9.087045,GALAXY
0.6059341,-1.6357266,6.8012724,STAR
5.0665307,4.479882,4.8524427,STAR
2.0245776,5.185643,0.9026024,GALAXY
6.863485,5.736626,7.963666,QSO
2.729555,12.017644,4.2518806,STAR
10.401029,4.932364,0.72804236,GALAXY
3.4710839,0.25137103,6.2539606,GALAXY
6.107322,2.513611,-0.37320802,GALAXY
6.4098473,0.73804593,3.9596612,QSO
9.06329,9.392161,9.043761,GALAXY
2.4721239,12.102349,8.345575,STAR
7.344133,0.27958646,4.8979797,GALAXY
2.2240198,5.5396132,2.0705464,GALAXY
4.0345206,9.233076,-1.9392036,GALAXY
9.577098,9.928242,3.4531617,GALAXY
3.7857215,3.546914,3.179272,GALAXY
1.932295,1.9444549,5.959378,GALAXY
7.552813,5.187762,10.348321,GALAXY
4.096537,6.9879355,5.0595636,GALAXY
2.7446313,10.935097,5.1522927,STAR
3.0540764,7.113929,-3.113522,GALAXY
6.918597,1.4395294,4.770624,QSO
5.960919,6.7260113,4.1399884,GALAXY
3.0053701,4.5757165,0.6343942,GALAXY
6.6359963,1.4475584,4.8571987,QSO
7.5115957,1.9175138,9.283258,GALAXY
3.2300057,-2.806514,4.699794,GALAXY
4.1266217,13.277563,4.7632937,QSO
0.9035191,4.2019114,3.3584342,STAR
3.2326143,5.204385,2.7818372,GALAXY
2.693426,10.930276,5.2339334,STAR
7.4112916,8.478947,10.013401,GALAXY
10.870329,8.533873,6.108858,GALAXY
4.220485,3.763783,2.7554545,GALAXY
7.033266,4.58345,7.999607,STAR
9.081709,12.220454,9.004656,GALAXY
8.54454,6.2452464,1.7513303,GALAXY
1.4396259,11.472098,6.615866,STAR
2.2653399,4.078448,2.3245845,GALAXY
5.1537275,4.2841973,5.1233664,STAR
3.8274882,-1.023435,2.4066818,GALAXY
2.7300563,10.799905,5.4345403,STAR
6.333872,9.695212,0.40935913,QSO
3.5747912,10.219894,9.458162,QSO
5.348356,8.472513,8.005385,QSO
9.827097,6.267654,3.26264,GALAXY
3.3814945,12.980166,7.0465317,QSO
4.2506857,5.526385,0.50503147,GALAXY
4.4479413,3.8795102,-0.023927322,QSO
1.8806775,3.4856014,-2.5221508,GALAXY
1.8419601,1.8356832,9.313405,GALAXY
6.628009,6.3258667,4.0600295,STAR
4.1397266,2.6218648,4.9178667,GALAXY
-0.51662636,3.4284637,4.1957326,GALAXY
3.6898127,-0.6686345,5.5986857,GALAXY
5.690812,2.4736362,12.472744,STAR
6.2891006,1.0019231,-0.05033542,GALAXY
0.7735372,4.2426043,-1.9677546,STAR
5.653921,12.76652,3.7473605,QSO
2.733722,1.0992059,2.8568168,GALAXY
6.266865,2.1813538,6.3126564,QSO
7.179727,5.117133,8.180563,QSO
5.299383,7.446902,6.4913883,GALAXY
6.2616596,7.171113,8.05501,QSO
3.850795,4.053838,4.5603056,STAR
5.853156,0.71086603,5.2214518,QSO
3.2402854,5.2596884,0.24761751,GALAXY
5.570025,3.8225207,3.6407838,GALAXY
3.2573428,-1.8706175,6.7448764,GALAXY
6.752946,10.3012495,6.4322014,STAR
3.189501,8.87393,-2.0053778,GALAXY
4.1429734,10.390365,9.226511,QSO
9.020402,5.3576713,9.52148,GALAXY
3.933172,7.5131326,9.617081,STAR
11.809781,4.629969,1.3426577,STAR
2.8423975,6.9910765,-2.987289,GALAXY
2.221144,-3.6208177,4.8603387,GALAXY
4.3593125,5.4112687,9.513983,STAR
4.211059,5.5497813,11.407028,GALAXY
5.027815,0.16724554,1.6184535,GALAXY
2.8220031,-3.2963822,5.708092,GALAXY
8.447935,12.315493,9.946102,GALAXY
3.1965733,11.830907,9.0653515,QSO
1.596233,-3.072329,2.5880156,GALAXY
9.673363,7.2873054,0.1707689,GALAXY
6.8287935,4.16724,10.613254,GALAXY
7.1695447,12.055335,4.382657,QSO
6.5839148,9.03739,2.2187464,GALAXY
9.165897,4.25185,9.627013,GALAXY
0.74130976,-0.26643232,2.764432,GALAXY
2.9264789,2.3438697,1.8811285,GALAXY
9.620771,5.376262,1.3715469,GALAXY
6.73817,5.6740427,8.382646,QSO
4.7282763,7.1577835,8.947805,QSO
1.1848208,6.774725,-1.7815977,STAR
3.2390199,12.402337,8.499004,QSO
10.907053,8.929313,3.170619,STAR
5.9363217,2.1279607,0.13841908,STAR
0.8528742,4.431757,-2.1080372,GALAXY
4.2509875,13.280131,4.571418,QSO
9.253017,9.397766,1.8110275,GALAXY
8.027007,4.1806574,7.092206,QSO
2.0290444,5.90701,1.4558992,GALAXY
3.6184266,2.206652,11.372518,STAR
5.8059688,5.6154256,9.183921,STAR
1.0828661,4.299837,3.6662135,GALAXY
6.9773965,8.1788025,1.56452,GALAXY
1.0306466,0.3145402,8.746008,GALAXY
5.442818,10.520628,5.767205,GALAXY
4.6001387,9.99067,8.0400505,GALAXY
4.4828973,-0.14249799,2.5097294,GALAXY
3.101351,5.0023794,2.8441021,STAR
8.645011,1.8650244,7.462372,QSO
5.181669,3.9364958,-0.14170724,STAR
4.8967495,13.090123,3.804171,STAR
0.91632766,7.216978,-0.62204635,STAR
2.6083734,1.9997927,2.418164,GALAXY
1.8130288,1.9041619,4.435706,GALAXY
8.057021,0.8998281,4.752073,QSO
11.848107,8.181097,2.4153788,STAR
6.2919884,5.8262873,7.927274,QSO
0.5855093,-2.222821,6.1144795,STAR
2.206515,1.3996422,4.6590314,STAR
3.8291047,0.75515294,1.4443576,STAR
5.0013847,2.838204,1.0808363,GALAXY
5.92316,0.30418074,1.054177,STAR
0.9118575,-0.5555868,5.39082,GALAXY
3.9146354,7.2278633,9.843049,QSO
2.0032067,5.193837,5.99386,GALAXY
6.4543357,10.32462,1.4657992,QSO
6.616197,12.263694,4.354662,QSO
7.4508324,13.398138,9.791795,GALAXY
3.3591554,5.614765,11.430978,STAR
1.1796135,6.6568003,-1.8695894,GALAXY
5.7710514,3.732759,10.4937315,GALAXY
11.026087,5.049646,1.8072482,GALAXY
5.704606,1.1520066,-0.041384425,STAR
9.238113,5.394418,2.8698838,GALAXY
4.8308473,9.20861,-1.5358723,GALAXY
2.8202474,12.249758,7.1600366,QSO
3.0214198,-2.1022408,6.250608,GALAXY
1.0446447,-2.9926715,3.7434254,GALAXY
6.7184076,5.124349,8.538342,QSO
1.613718,6.9659114,4.175596,QSO
3.0704393,1.2836571,10.147727,GALAXY
1.2014668,2.7719734,4.315227,GALAXY
7.3556046,0.76080555,6.550749,GALAXY
3.90522,-0.7680788,-0.12030305,GALAXY
2.3865476,4.661707,4.5038557,GALAXY
2.7060652,1.1268498,2.954477,GALAXY
4.467155,0.8872498,-0.570055,QSO
2.1918397,-3.614154,5.6435337,GALAXY
11.177302,8.736675,5.1231213,GALAXY
-0.6751197,4.3358536,2.5940104,GALAXY
9.992804,5.205845,0.6398241,GALAXY
2.8422585,6.908608,-3.0090442,STAR
11.192194,7.580411,3.990026,GALAXY
3.3118255,5.9661846,0.5524864,GALAXY
2.1729884,5.3203344,2.3753037,QSO
3.7833712,11.787898,3.8016586,STAR
6.3305297,9.927557,1.721634,GALAXY
10.977057,6.2627125,0.9194509,GALAXY
2.8428078,5.1798253,-3.0957282,GALAXY
6.5397,9.578428,0.25382215,QSO
3.443985,0.89694774,2.7002103,GALAXY
2.2508292,1.0326961,8.873638,GALAXY
2.2119944,12.269059,7.537372,QSO
4.222675,7.844191,-2.881239,GALAXY
11.397457,5.1989226,0.33167863,GALAXY
11.225351,4.187624,2.1088638,GALAXY
6.73188,8.295062,2.3574827,GALAXY
0.57657754,-1.698552,6.201487,GALAXY
8.364739,4.985043,4.949343,GALAXY
3.4233215,5.447472,11.4448595,STAR
4.329584,0.35230073,8.227837,STAR
0.8104983,3.2608788,5.7635183,GALAXY
3.5778348,-1.8450704,0.31576893,GALAXY
3.9951355,-0.34742007,1.504437,QSO
2.5576272,-0.18263565,8.540268,GALAXY
2.754201,-2.7827797,3.629701,GALAXY
4.4853625,-1.5455573,1.456604,GALAXY
10.2355385,4.438995,5.270459,STAR
10.718814,4.442048,7.138659,GALAXY
4.841174,13.090267,4.6974545,QSO
3.9385316,1.5120691,1.6728342,GALAXY
3.03148,-0.95651567,9.164518,GALAXY
3.5252328,6.404588,9.107047,STAR
3.3112717,-0.9408158,8.292147,GALAXY
6.166464,2.8201995,3.7179408,GALAXY
6.644168,0.8378882,6.81358,STAR
0.10542217,2.5924783,4.2190003,GALAXY
0.8639059,-0.62495774,7.8757854,GALAXY
6.0983133,1.8940508,4.057629,STAR
5.8432193,6.9147983,8.946776,QSO
7.9589515,13.228539,9.30388,GALAXY
6.8203764,8.498126,1.1555593,GALAXY
4.2314672,8.5029125,-2.5890462,GALAXY
3.0033984,4.3246965,0.8411676,GALAXY
3.1407578,-1.8634888,5.4057775,STAR
3.4620426,6.302435,2.401063,STAR
3.0782483,8.447109,-2.1233697,GALAXY
11.0921,8.825022,5.5554757,GALAXY
3.6058872,-3.511921,2.2096741,GALAXY
7.939989,6.4431386,3.4875798,GALAXY
2.4942348,2.888405,4.7833776,GALAXY
6.0209394,4.0258017,7.9619994,STAR
2.110577,9.903263,6.690624,STAR
2.2780714,5.826094,7.485655,QSO
3.369902,11.418764,9.460967,QSO
7.018167,1.2873126,4.525329,QSO
5.1912017,1.2741853,4.3377876,GALAXY
2.918047,-2.0426977,6.225662,STAR
1.3988712,-0.4999573,8.538776,GALAXY
-0.2954194,4.2993855,3.1430027,GALAXY
4.8275566,0.873156,9.5035925,GALAXY
7.95099,3.1366606,7.192958,QSO
2.5454125,6.1449733,5.8368874,QSO
1.9745729,-3.293141,6.206159,GALAXY
0.40052912,2.8892128,3.12006,STAR
2.4282694,-0.14974268,9.486146,STAR
5.832302,7.2703786,8.976928,QSO
8.121816,11.373417,10.177097,STAR
3.243483,12.545448,7.3654118,QSO
5.484598,7.275899,4.1520534,GALAXY
7.8853326,10.319207,4.129375,GALAXY
