component 1,component 2,component 3,class
9.774478,7.0845904,1.2440405,STAR
2.5152872,11.02147,7.8959975,QSO
11.541518,5.6938796,0.61139,GALAXY
1.2551106,5.8453097,-2.4429135,STAR
1.6061437,5.493769,8.921034,QSO
9.206754,9.585827,2.1190202,GALAXY
0.36801273,2.062421,-0.40989214,GALAXY
0.25174385,-0.29906577,5.044229,STAR
3.3258693,4.4876165,0.45240837,STAR
4.8590894,3.0893629,10.430365,GALAXY
5.792457,7.149457,8.665289,QSO
6.755603,5.282533,7.0623484,QSO
2.4171572,11.30669,7.8605566,QSO
3.5020406,4.418442,11.694616,STAR
7.2180824,10.456661,6.398808,STAR
8.99187,2.486283,6.5283136,QSO
7.178381,1.956737,3.8946567,GALAXY
2.0011487,4.447404,1.9786485,GALAXY
4.5756555,7.74351,-2.50049,GALAXY
5.7429643,4.208852,9.141074,STAR
4.821402,-0.58197314,1.3855411,GALAXY
1.025117,6.3760157,5.804177,QSO
10.706687,4.560524,5.671381,STAR
11.88277,4.8719773,1.2117634,GALAXY
5.113827,7.7462373,6.46949,GALAXY
8.207188,3.0270839,5.487883,QSO
4.6731963,11.868273,5.7323084,GALAXY
9.996574,9.82022,8.5351095,GALAXY
3.6787448,-2.3380082,4.206371,GALAXY
2.9843276,8.787952,10.134802,STAR
5.9578085,7.0621586,8.24865,QSO
0.65866834,4.7763314,2.07888,STAR
5.4800267,9.159886,4.2542176,GALAXY
3.8688366,2.7415557,11.667182,STAR
5.5365624,3.630953,3.4435291,GALAXY
6.3554416,11.008336,5.699708,STAR
0.6175756,3.7195022,5.770059,GALAXY
1.764809,-0.36949867,5.079262,QSO
2.6496344,-3.2495391,3.391965,STAR
4.3234115,-1.6537887,0.3541357,GALAXY
4.5401397,-2.0355022,0.5714527,GALAXY
8.609821,12.667301,9.28674,GALAXY
1.108501,-2.12035,3.8323133,STAR
2.5817707,7.1591125,9.02259,QSO
3.0184436,0.8149,3.7045968,STAR
5.36692,2.432212,3.1066763,QSO
8.213317,2.4743412,5.3898406,QSO
3.0943406,3.6745062,11.224965,STAR
9.49757,11.674852,7.9871407,GALAXY
3.9818323,3.7382402,4.747029,STAR
7.928147,6.9020414,2.2409856,GALAXY
9.487189,7.3862386,1.3344369,STAR
2.7108905,12.650193,4.9179487,STAR
3.7997723,-2.912527,2.8517802,GALAXY
3.5383024,5.29872,4.1001716,QSO
5.415892,1.3395345,4.7012057,QSO
1.3338681,2.5523374,4.1929145,GALAXY
4.5374103,1.8031758,9.963999,GALAXY
4.8283744,2.024024,-0.31344476,GALAXY
4.039564,-0.39990303,8.777684,GALAXY
5.8469872,5.352343,4.606069,STAR
9.403748,9.242882,1.908763,GALAXY
11.886006,7.6748877,3.1155205,STAR
3.0685863,5.1096063,3.5708928,STAR
10.524126,7.659719,0.12515697,GALAXY
4.51885,9.495039,7.8789134,GALAXY
0.497322,2.2903047,3.7975757,GALAXY
11.0660925,4.249604,4.0984545,GALAXY
0.39947644,3.168039,-0.8572779,GALAXY
2.4196608,7.1694827,9.047662,STAR
5.640485,2.097463,-0.43723497,GALAXY
1.2671055,1.9739012,3.246517,GALAXY
4.0201154,2.1686583,10.295297,GALAXY
6.5549874,4.952174,8.993893,QSO
5.9449515,1.7799886,7.2283287,GALAXY
3.9209828,12.5904875,5.9793234,QSO
2.451728,6.5702076,3.227196,STAR
3.9340472,7.6769977,8.854508,QSO
4.0889688,6.5461564,0.90059906,GALAXY
2.8461654,11.570947,6.713277,GALAXY
3.330282,7.2691593,-3.1354764,GALAXY
1.5635,4.1250815,4.2325892,STAR
10.444855,10.35396,6.7634697,GALAXY
6.6238647,0.33171633,5.0861115,QSO
4.9525356,8.270733,8.711025,QSO
6.0510316,1.7865143,-0.16378044,GALAXY
8.976389,2.8175302,7.037193,QSO
3.3355482,12.945619,4.79845,GALAXY
2.9273543,-0.058616206,9.787224,STAR
3.73554,11.373807,9.171231,QSO
1.0791569,-0.58557665,5.622018,GALAXY
8.263894,3.5071201,6.301069,GALAXY
2.3098679,10.968442,9.475863,STAR
3.3715608,5.496701,8.588605,GALAXY
3.8525493,1.6659282,1.6373669,GALAXY
4.7733583,3.4046986,6.206495,QSO
4.2452364,-0.35129374,1.6161637,GALAXY
10.809067,9.464844,5.480395,GALAXY
6.231964,9.394549,2.1935964,GALAXY
5.4259367,5.767651,9.354602,GALAXY
4.2593164,5.72037,0.47733608,GALAXY
2.6882703,6.8685203,10.170442,QSO
3.6924589,-2.1170597,1.7016491,STAR
3.0541348,4.368001,11.114654,STAR
4.4579496,0.4963035,9.852786,GALAXY
3.8088222,-2.6670165,2.99073,GALAXY
-0.048132785,5.356714,1.7167375,GALAXY
7.542334,1.7840583,4.3895574,QSO
2.513665,-1.6086781,1.5626583,QSO
5.1515155,3.238342,3.1688845,QSO
5.7919173,1.2453864,5.5766773,GALAXY
-0.3980919,1.0104634,2.5869448,STAR
-0.0911327,3.996567,4.4901285,GALAXY
5.265281,13.78907,9.257049,GALAXY
6.9278293,5.880345,7.4492745,QSO
3.4353151,6.842141,-3.2454305,GALAXY
4.408491,8.060918,8.57392,QSO
8.545773,3.6350152,7.2002325,QSO
5.2698026,1.3951843,12.029714,GALAXY
2.6051905,1.2980893,10.052494,GALAXY
1.4410654,-3.030412,4.7014236,GALAXY
7.914109,10.479318,4.0526204,STAR
4.703149,5.3413787,0.13592647,GALAXY
4.5075264,4.1223235,12.059027,GALAXY
5.517975,2.7812274,7.696738,STAR
4.680903,7.0408306,10.705886,STAR
2.8139122,10.969251,7.630516,GALAXY
3.5140202,-3.4522326,2.1443372,GALAXY
5.4626436,5.511883,5.2398324,GALAXY
3.376768,12.535137,8.197947,QSO
4.124333,3.9590626,3.4974384,GALAXY
7.835572,6.7359457,2.982979,GALAXY
5.743396,0.5234615,-0.2574511,GALAXY
7.1735096,1.308445,4.1563363,QSO
4.7053547,2.1677828,3.5417101,QSO
6.83843,8.473172,1.2932293,GALAXY
1.6979599,-3.280563,5.4643154,GALAXY
5.7966113,-0.6875162,0.8687708,GALAXY
6.175398,6.9050674,4.3260627,GALAXY
4.554321,9.695254,8.540222,QSO
5.3610888,11.010797,5.0611625,STAR
11.565426,4.1929474,3.7184107,GALAXY
4.115143,-1.0478572,8.727469,GALAXY
1.7673259,4.464701,4.019372,GALAXY
1.7279998,3.3834536,-2.3743186,GALAXY
11.203204,8.593956,1.4462968,GALAXY
5.0995183,7.7143416,9.505985,QSO
5.1362586,4.1353626,8.916385,GALAXY
4.3970866,3.5386348,2.731992,GALAXY
5.2412744,11.9896,3.9861717,STAR
4.232137,5.1385374,9.141061,STAR
0.8180649,4.5359373,4.255196,GALAXY
4.7968,9.508865,7.412329,GALAXY
0.1858888,4.4033313,4.780376,GALAXY
4.093904,3.7624831,5.5097847,QSO
3.750437,0.6529968,6.6124387,QSO
4.5611477,5.5012727,0.21356294,GALAXY
5.591457,3.742852,-0.041142758,QSO
7.3755984,12.552719,10.32341,GALAXY
9.488379,4.9721456,5.4834185,GALAXY
2.3900037,2.9378543,5.6863003,GALAXY
0.6262051,2.405712,3.4793174,GALAXY
3.2421095,0.81786853,9.973936,GALAXY
6.6137652,3.6508868,10.646865,GALAXY
6.2712226,10.190211,1.1127713,GALAXY
4.972532,0.2110475,1.8183994,GALAXY
2.9716032,0.53945464,3.6896896,QSO
6.603466,12.279391,3.9913719,QSO
9.563977,3.9386773,9.216511,GALAXY
6.905977,9.313722,0.12191168,GALAXY
2.9309137,-3.5647707,2.2901576,GALAXY
5.2885957,1.7071128,9.320938,STAR
6.2554946,4.0108557,4.7211585,GALAXY
11.316592,5.1591916,0.4930511,GALAXY
0.894821,-1.6456424,7.4163733,STAR
5.34629,4.073656,4.0318055,GALAXY
4.121739,6.597776,1.226577,STAR
-0.5700485,4.285424,3.549783,GALAXY
5.6494117,6.4951444,6.2661557,GALAXY
3.5302796,0.071917206,10.269536,STAR
3.7924213,13.179901,4.8608146,QSO
10.361178,9.677744,7.8959527,GALAXY
5.526663,1.0531265,11.36893,GALAXY
7.3412805,6.839342,3.3234625,STAR
4.1948223,1.8079531,11.728975,STAR
5.943418,1.4318383,6.6771154,QSO
4.7227163,-1.4286487,1.1490996,GALAXY
4.804982,1.8855481,1.2769471,GALAXY
8.041915,7.377268,1.423482,GALAXY
7.277662,13.750475,8.945845,GALAXY
1.5853386,3.8126442,2.0348258,GALAXY
4.70983,5.8205276,5.465598,GALAXY
2.4872134,4.9567842,4.8158336,GALAXY
4.147987,12.004013,6.6318326,QSO
1.4661293,1.0262728,9.186063,GALAXY
8.649207,4.655304,10.048266,GALAXY
7.713793,6.7414036,3.3191671,GALAXY
2.7711587,-2.786153,3.5915747,GALAXY
5.806477,1.8204876,3.3708322,QSO
5.0923405,-1.5980341,2.064547,GALAXY
10.695915,5.9038024,1.0838326,GALAXY
11.596772,5.6891394,0.9185903,GALAXY
6.4571385,0.50868356,6.317475,GALAXY
8.492766,5.184673,4.133632,GALAXY
5.757591,3.367572,12.275433,STAR
2.1736555,7.4394903,-2.391675,STAR
0.9706324,5.118215,-2.281558,STAR
-0.3740934,0.68766266,2.8753927,STAR
7.127236,4.377165,7.1230736,GALAXY
10.173737,10.830746,8.061696,GALAXY
11.444188,8.775574,2.6920617,GALAXY
2.947097,-3.275472,2.4272208,GALAXY
10.980003,9.1843815,4.3709683,GALAXY
1.9867952,-3.1561315,2.1678722,GALAXY
10.47686,10.224427,7.5303516,GALAXY
4.6725388,2.016587,4.429223,STAR
4.7011313,-0.41238704,9.142219,GALAXY
7.4794254,2.6997507,7.067326,STAR
3.9322927,7.4298124,9.513249,STAR
5.590457,4.277887,9.20463,STAR
3.2581236,-3.4311562,3.6477282,GALAXY
6.2998047,7.0575986,4.3887687,GALAXY
4.5322785,13.258212,4.1959996,QSO
0.53280246,4.0611186,2.8173718,GALAXY
7.511834,11.157744,3.6426969,QSO
7.3951516,6.566348,4.4033704,GALAXY
4.6951847,12.338295,4.1353574,QSO
4.1913295,-2.200528,1.7192148,GALAXY
5.4253044,1.3447883,4.273872,STAR
6.736201,2.443688,3.8891785,GALAXY
8.222355,9.698461,9.933762,STAR
6.7044606,10.541393,2.413458,GALAXY
1.0967959,3.832085,5.9222727,GALAXY
7.995712,7.5103292,0.65470374,GALAXY
10.719468,8.973047,2.6924763,GALAXY
2.4757063,6.4153433,-2.9679132,GALAXY
1.6667227,-1.5132506,8.45361,GALAXY
1.4298526,5.7688475,8.573452,STAR
2.2890787,6.1442246,8.254313,QSO
1.8971044,4.967971,1.7074227,GALAXY
9.612021,9.421684,2.55723,GALAXY
5.901912,3.6345494,8.756694,QSO
6.0050235,13.925053,8.8752165,STAR
1.296456,-3.2069073,3.6327455,GALAXY
1.2883292,6.792421,-1.9394269,GALAXY
5.1496077,2.222907,4.506304,STAR
4.5967665,3.0433671,10.383481,STAR
2.978152,-2.9141407,1.603935,GALAXY
3.3677611,4.869892,2.7344341,QSO
1.6540036,6.986547,4.1772847,GALAXY
5.2653065,13.888324,9.189559,GALAXY
3.3288653,-1.3003905,7.7761602,STAR
2.2102745,4.3546886,2.910873,GALAXY
1.386177,0.1955484,7.2004056,STAR
2.4374168,-3.0727148,2.759614,GALAXY
5.918692,6.9961004,10.705201,GALAXY
2.822094,4.065279,10.993352,STAR
6.644353,0.40405285,6.090929,STAR
6.0034137,8.108975,3.6869779,GALAXY
3.0833006,0.19922486,5.1513486,GALAXY
6.960607,6.1455073,8.089435,QSO
5.267087,-0.926913,1.6627634,GALAXY
5.6788774,10.830776,5.486813,STAR
10.616688,4.7756534,5.017931,GALAXY
4.706492,-0.14512795,2.6706707,GALAXY
7.5337515,5.5492077,4.760768,GALAXY
1.3532896,4.006334,2.1096895,GALAXY
5.055222,6.829104,4.4572554,GALAXY
3.0005178,6.5380964,10.891168,STAR
8.3949175,4.4204607,9.823349,GALAXY
3.7195792,6.814969,5.35625,QSO
1.867665,1.6171132,2.8311098,GALAXY
5.187545,12.428474,4.6841154,GALAXY
8.526833,1.3834742,7.2281837,QSO
8.221645,5.8048067,4.0614624,GALAXY
1.3840461,-0.837041,8.620731,GALAXY
2.2839022,5.473161,0.535318,GALAXY
3.0061762,3.9673526,0.467417,STAR
6.117378,0.9643787,-0.32882258,STAR
0.9267021,4.1825585,1.9045138,STAR
2.1244738,9.653598,10.077067,STAR
7.7303705,8.252501,0.39807823,GALAXY
10.4832945,8.380768,2.0530038,STAR
4.068561,1.7163377,1.1860331,STAR
8.067021,3.6130488,7.0601645,STAR
4.9729657,4.09247,8.765753,STAR
5.444426,12.441971,4.321373,QSO
3.4534028,-0.040077306,3.744959,GALAXY
3.86951,8.661121,-2.1519728,GALAXY
11.240505,8.15743,5.0502543,GALAXY
4.532367,1.3104222,10.065205,GALAXY
11.676475,8.186196,3.649377,GALAXY
8.985389,4.6153502,5.3849,GALAXY
0.59416515,0.52709997,0.855777,STAR
11.499832,4.0734415,3.1563146,GALAXY
5.8480487,8.971105,3.61416,GALAXY
5.7741456,-0.832805,0.036551766,GALAXY
7.9553537,3.8066547,10.330696,GALAXY
3.1637228,7.793815,-2.8508923,GALAXY
7.953312,13.077099,8.058365,GALAXY
4.08719,3.153931,10.158514,GALAXY
4.7161374,7.5814905,4.6515694,GALAXY
4.894664,5.249231,9.483149,STAR
5.617765,0.87784934,4.821571,STAR
7.9087925,2.1704633,9.184494,GALAXY
6.120928,4.1325583,4.786023,GALAXY
4.432091,2.3746483,3.7448435,QSO
5.5884323,1.7747002,10.3474045,GALAXY
4.6448526,9.833774,8.6055,QSO
2.1790342,4.21614,2.5261364,GALAXY
9.923567,10.389943,5.182626,GALAXY
11.074776,8.623623,5.7102957,GALAXY
6.162608,1.7694874,4.04459,QSO
2.4133594,6.8211145,2.71501,STAR
4.1997123,-0.9555315,-0.39529923,GALAXY
2.7604477,9.616523,9.219108,GALAXY
2.980744,-1.3884765,8.293252,GALAXY
2.068934,10.218985,9.496333,GALAXY
0.4358143,0.008384191,5.9687166,STAR
10.843716,9.046193,4.185429,GALAXY
10.485605,4.3772044,2.3004484,GALAXY
6.3523016,0.6583682,5.147843,QSO
3.933763,7.6745434,9.7936125,QSO
8.111121,2.025629,7.1478853,QSO
5.105152,-1.9325017,2.34194,GALAXY
8.353255,1.5732845,5.0709543,GALAXY
2.6308522,7.165682,2.9386723,STAR
2.163612,2.494598,-1.0064873,GALAXY
4.1950827,4.4712615,3.4079137,GALAXY
2.2181816,4.7151523,5.940979,GALAXY
3.5071383,4.560078,0.49314338,GALAXY
8.209065,5.644099,4.2382736,GALAXY
2.463823,-3.015379,2.7110536,GALAXY
2.0435653,-1.5739665,8.485161,GALAXY
2.7809305,-2.290305,4.798894,STAR
2.882552,5.7071447,4.977161,STAR
5.2116427,1.2082478,5.306477,STAR
3.3950408,-2.95598,3.2464938,GALAXY
8.633312,5.0153403,5.4933705,GALAXY
7.208527,2.2824495,4.0334344,GALAXY
3.7060707,12.531417,4.4417424,GALAXY
6.6720147,9.512196,0.78535783,GALAXY
5.198042,6.186913,8.649464,QSO
10.065184,9.446278,3.095565,GALAXY
5.276923,7.273663,7.4885697,GALAXY
7.317121,11.217001,5.7058425,STAR
2.0834277,2.3053665,5.160943,STAR
4.4606314,4.4565234,0.79303706,GALAXY
4.7233458,2.1754644,10.441746,GALAXY
5.825255,0.929972,1.0129809,GALAXY
3.926778,7.027873,9.660037,QSO
4.7258835,9.102189,7.9209237,QSO
8.095138,2.3397927,5.3137336,GALAXY
1.7987112,8.644106,8.30179,GALAXY
2.0852711,0.18434286,8.069418,STAR
7.9982457,10.2760515,4.608273,GALAXY
5.734469,2.3282814,0.14787021,GALAXY
4.214203,8.536473,8.584884,GALAXY
2.912192,9.964865,9.847065,STAR
3.4850233,1.540826,9.961017,GALAXY
1.9056088,11.553329,5.556533,STAR
3.9805515,4.218897,3.1414514,QSO
2.2973247,4.6643033,4.5047135,GALAXY
4.3508573,-2.216885,4.8153677,GALAXY
3.066118,11.0932,9.330923,STAR
7.6905265,10.540767,3.6929731,QSO
2.0248065,-3.1489012,3.978941,GALAXY
1.7309837,2.6422799,-2.0152545,GALAXY
7.227518,1.3827416,6.540843,QSO
12.175512,6.521379,1.9740169,GALAXY
5.218375,10.963841,4.5778403,GALAXY
5.6273994,3.5564926,3.5716832,QSO
3.2128947,7.0535603,9.6793995,STAR
2.0294814,5.530493,1.7679495,GALAXY
-0.47746554,3.6061738,4.745912,GALAXY
5.831948,0.9446602,1.0091672,GALAXY
5.73256,6.681702,9.189198,STAR
7.811138,5.5537744,10.297538,GALAXY
3.2022758,-2.1114492,6.386428,GALAXY
3.2180707,-0.039340105,5.187226,GALAXY
7.8232837,3.8643813,8.381621,QSO
2.7619057,11.9079685,4.2890353,STAR
7.1079645,4.627009,8.376131,QSO
3.5683565,10.754148,8.183072,QSO
9.045907,3.0231645,8.859922,GALAXY
6.20512,5.767327,9.241099,STAR
4.45888,3.0297976,3.003479,GALAXY
5.876239,2.558269,0.33564132,GALAXY
4.1267056,4.2585716,11.798784,STAR
1.7032726,9.170481,9.428893,QSO
6.535724,14.062615,9.072373,GALAXY
7.420119,3.5931954,7.698579,GALAXY
3.1446533,1.0860186,2.158421,GALAXY
8.754534,5.5373073,2.885263,GALAXY
5.5963416,3.5135722,0.3719679,GALAXY
3.966946,8.79553,8.943749,QSO
0.274792,0.4490367,5.23869,GALAXY
1.4642621,-2.8057508,2.8878202,GALAXY
3.1303086,0.7830428,10.106355,GALAXY
10.231773,9.362012,7.885936,GALAXY
3.122785,-2.0756612,0.6361696,STAR
3.1135068,12.777362,4.6595845,STAR
3.1372473,12.538319,4.468975,STAR
1.0949985,4.1271596,-2.301876,STAR
4.5091944,10.940763,4.9994774,STAR
2.3173842,4.384139,-2.8282251,GALAXY
1.8372554,-2.9267576,6.8168178,GALAXY
4.879323,-0.6180901,0.592204,GALAXY
12.281925,4.902791,2.4669285,GALAXY
3.8850849,4.1644993,5.003695,QSO
5.092844,6.9087605,8.6437845,QSO
4.0204253,-0.11951664,-0.32379526,GALAXY
4.519416,1.1846203,1.1764002,GALAXY
4.166487,12.073386,7.566829,QSO
6.7682867,6.4885774,4.7132425,GALAXY
5.0115676,2.516236,10.177383,GALAXY
11.8395,8.06483,2.7310495,GALAXY
6.687732,0.30525973,4.6293755,QSO
1.4288591,6.6495237,-2.1519728,GALAXY
10.011423,4.876875,3.4487855,GALAXY
10.66096,8.693896,6.5871835,GALAXY
11.103674,4.2619486,1.7205435,GALAXY
1.3745042,-1.1230284,8.497828,GALAXY
9.661371,4.130179,9.18184,GALAXY
5.6053095,2.1836195,0.5250395,GALAXY
10.718764,4.710032,2.0384831,STAR
8.331726,0.7167686,4.8710647,QSO
2.9673975,-3.821027,3.2239487,GALAXY
3.6382604,8.710024,-2.431116,GALAXY
10.49179,7.6422157,0.12769747,GALAXY
4.1299396,-1.6914477,7.528852,GALAXY
4.42655,8.73852,9.469591,QSO
4.0959797,8.714293,8.653417,QSO
1.9947886,4.7016063,1.853932,GALAXY
7.0045137,5.1695766,8.302126,QSO
2.3773015,6.064202,7.88429,GALAXY
6.776661,5.7372546,7.7482285,GALAXY
3.7753267,4.5070353,5.328639,STAR
3.3615592,12.640749,8.059562,QSO
11.638653,7.3735843,3.290881,GALAXY
6.0193076,14.181534,8.260961,GALAXY
3.2873316,0.16220196,3.829243,GALAXY
3.1174047,-1.4480724,6.996543,STAR
8.991417,8.696933,1.138822,GALAXY
11.448937,4.470397,5.403851,GALAXY
2.055159,2.3863957,-1.1251159,GALAXY
1.0536525,4.301955,4.1519113,GALAXY
4.4167647,3.418486,4.8334484,STAR
4.030403,-2.21549,4.051882,GALAXY
3.1809325,5.3243113,2.6886837,GALAXY
2.8882673,1.1082333,6.12382,GALAXY
5.631252,0.8349187,4.190691,QSO
3.555788,4.861899,3.7441673,GALAXY
6.728685,0.3159782,4.6856465,QSO
1.7300091,2.828729,2.4918575,STAR
3.5565724,4.8041663,6.8103266,QSO
6.8431616,13.800427,9.561864,GALAXY
7.285889,1.6247455,7.9006352,QSO
3.1512597,4.0404716,2.945453,GALAXY
0.35298038,0.75404763,6.1298013,GALAXY
8.249272,2.2450907,7.8174415,QSO
5.045937,11.13009,5.2849727,GALAXY
5.369992,3.7594848,3.701447,GALAXY
3.9516923,6.447146,1.6541867,GALAXY
9.18437,11.898929,7.4532866,GALAXY
6.1905155,8.25253,3.5014396,GALAXY
10.558083,10.083396,6.117774,GALAXY
2.6318185,4.1548758,4.1253905,QSO
8.916874,2.11132,7.288371,QSO
8.979731,4.8982706,9.329549,GALAXY
5.987935,0.62504524,4.2325473,GALAXY
7.276469,6.631946,4.117523,GALAXY
4.908041,4.2632394,8.211113,STAR
10.334619,10.339589,8.138695,GALAXY
12.061313,5.149634,0.9280749,GALAXY
3.3748345,2.3933485,0.9073001,GALAXY
2.9881592,3.8655586,11.150046,STAR
4.5864887,9.176438,8.389619,QSO
2.745049,-2.878795,2.0081623,GALAXY
7.406906,7.287663,2.7840004,GALAXY
5.223904,3.9387543,0.29705995,GALAXY
1.7677248,1.6088917,9.281634,GALAXY
2.9016283,11.829366,7.6247206,STAR
3.0387228,7.0229897,-3.0092864,GALAXY
5.4912343,13.798064,9.258591,GALAXY
0.4809549,0.71174526,6.3042746,STAR
4.062853,-2.2444718,0.703613,GALAXY
2.073569,6.709816,8.512374,STAR
0.7289649,-0.5217165,5.7914515,STAR
3.3108823,-2.1181421,6.0151906,GALAXY
-0.14626844,0.12193749,4.500306,STAR
2.6605337,2.03663,9.91554,GALAXY
1.2732967,2.1892166,2.8641412,STAR
4.3028073,7.474399,8.622967,QSO
11.5064,8.6688,2.604525,GALAXY
1.8973435,2.2240465,2.482532,GALAXY
3.7804365,0.20842692,2.4905703,GALAXY
2.5958278,5.0680137,0.6072481,GALAXY
4.083923,8.764695,8.982558,QSO
5.7978168,2.9387324,4.9294987,QSO
3.4586318,13.063518,5.2709036,QSO
4.7043047,0.22246516,8.226812,STAR
2.0837543,5.0209656,1.8238871,GALAXY
5.318657,3.27853,12.1812525,STAR
1.2487192,1.4199255,-0.6985984,GALAXY
0.76124775,3.4283261,2.1859746,STAR
3.8988752,5.781477,9.578468,STAR
8.7275,0.667073,6.177489,QSO
1.2842864,-1.7800399,3.6282136,STAR
2.743333,6.010989,5.810404,STAR
5.3080297,11.159707,4.8007026,STAR
-0.3841933,4.2907004,3.5381603,GALAXY
8.296745,9.846063,5.9911537,STAR
2.5339835,6.2417817,3.6405559,STAR
4.8382177,-0.78472555,2.8737025,GALAXY
4.061071,1.2968013,1.68753,GALAXY
10.866693,6.6958303,1.4570432,STAR
10.3129,6.792108,-0.13713895,GALAXY
10.060653,10.16998,8.616605,GALAXY
3.272718,-3.126256,4.041703,GALAXY
2.7236962,6.746553,3.4648514,GALAXY
4.2601795,-0.2630773,7.0146093,GALAXY
4.647579,12.110676,5.825972,GALAXY
5.603878,3.6561587,10.518415,GALAXY
4.6769986,3.416062,11.882502,QSO
3.8289523,10.531608,5.5427747,GALAXY
4.796154,9.23257,8.283263,QSO
8.282816,9.837835,6.122459,STAR
5.1027737,4.2376165,8.860153,STAR
7.6906,10.499591,3.6637166,QSO
3.0508826,6.8468285,1.0922523,GALAXY
11.772155,8.0739355,3.2024465,GALAXY
8.058087,12.341226,10.193337,GALAXY
2.611742,2.383422,2.205049,GALAXY
1.4347172,6.8351083,-2.1788418,STAR
0.6431879,-0.7115667,4.2245097,GALAXY
8.681242,12.477952,9.246927,GALAXY
1.0633934,-2.4514816,6.2524614,GALAXY
9.297136,11.933023,8.690992,GALAXY
11.552017,6.3712516,0.35494483,GALAXY
8.828154,6.0224123,2.1340907,GALAXY
3.996856,-2.7258599,1.8934095,GALAXY
7.569429,3.1727138,8.441737,STAR
9.248092,9.982468,9.320841,GALAXY
2.7709675,-3.6078095,2.4479246,GALAXY
8.186113,9.325268,6.8192897,STAR
1.1950176,2.6239104,5.1562815,GALAXY
4.0848274,-2.2836788,0.3389979,GALAXY
5.816003,1.2064365,-0.008547523,GALAXY
10.931381,4.1530957,4.2467794,GALAXY
8.184154,8.709052,0.36013934,GALAXY
1.7139039,6.2363105,0.9086485,GALAXY
7.8310647,4.2494497,6.4994106,QSO
0.91771424,-0.52133334,3.2308927,GALAXY
11.262649,6.9967666,0.5145894,GALAXY
3.691157,6.699693,1.3085842,GALAXY
8.107733,1.9409856,4.6935782,GALAXY
2.2709413,-2.7728667,2.9841313,GALAXY
7.544109,13.586506,8.751322,GALAXY
7.813396,3.8086574,8.138508,GALAXY
9.2388935,5.716734,1.8797467,GALAXY
1.8301388,4.675743,4.42304,GALAXY
6.152371,14.1345825,7.9906693,GALAXY
2.6842318,5.7724185,3.5392604,STAR
2.6135962,5.4378815,2.1346207,GALAXY
3.3944626,-1.4469918,7.901942,GALAXY
5.2203298,7.4360476,6.6076665,GALAXY
4.1099677,8.401231,-2.5212078,GALAXY
8.888335,12.469284,8.92007,GALAXY
4.2357054,-2.139372,2.732683,GALAXY
3.6109133,1.1514916,2.5419006,GALAXY
4.8101745,-2.4855058,2.6750085,GALAXY
0.03876088,3.050998,3.0208433,GALAXY
5.9273467,3.6270926,4.1427255,QSO
8.346466,0.78367865,4.850196,QSO
4.3318276,-0.058951534,7.99483,GALAXY
1.4046022,9.711045,8.363132,STAR
3.9328601,-0.88387734,9.040446,GALAXY
0.061611395,4.3642673,4.850793,GALAXY
3.5989227,0.8896659,6.108498,STAR
0.9906927,4.1625304,5.9146433,GALAXY
11.015992,4.3186297,1.6183873,STAR
4.487436,1.6419675,10.078535,GALAXY
7.3596096,3.939163,7.929598,QSO
0.42501602,5.2860866,1.5716826,GALAXY
7.9437337,0.8922326,5.4842525,STAR
6.7914357,3.9715884,5.145509,GALAXY
8.037918,4.9536767,5.181402,GALAXY
3.123798,7.1979947,2.5279489,STAR
1.7514818,5.283338,1.577625,GALAXY
8.350514,6.356968,3.1864915,STAR
5.2795687,8.369968,8.52816,QSO
7.610192,7.6863985,1.0513731,GALAXY
8.673225,8.000544,1.1726954,GALAXY
8.957878,4.3893614,9.671112,GALAXY
1.6574713,4.1905885,2.2506135,GALAXY
2.6129076,4.173828,3.7635374,GALAXY
6.137517,11.566532,4.823341,STAR
5.2523293,4.5276794,9.291286,STAR
5.139124,-1.0711396,1.1051551,GALAXY
5.205269,3.2128463,7.509214,QSO
4.2721214,9.272247,-1.774478,GALAXY
4.8625813,7.0889087,9.637465,QSO
-0.4607782,3.508331,3.1167865,QSO
4.9803357,13.154722,4.349868,QSO
1.1606838,4.2356224,5.52773,GALAXY
-0.16967537,-0.09615565,3.0282626,STAR
3.479886,5.0404596,3.1641665,QSO
4.9058905,3.7838342,12.008167,STAR
7.857912,4.8465815,7.309187,QSO
11.521577,4.4378605,2.0486517,STAR
6.1124477,12.963161,10.203141,GALAXY
4.6767154,12.532794,4.764394,QSO
3.4879136,3.3496094,1.1476667,GALAXY
9.403443,11.551203,9.3177395,GALAXY
0.36650628,6.5861597,-0.8945886,STAR
8.365474,8.910896,0.89049053,GALAXY
1.6377622,-3.4610674,5.1892858,GALAXY
6.0441833,5.4909015,7.715078,QSO
6.396661,4.5852394,5.805161,GALAXY
6.591931,2.717119,4.818059,GALAXY
4.643554,9.1229725,8.802328,QSO
-0.117765024,-0.2064055,3.6030726,STAR
6.7012343,2.0717828,8.157816,STAR
4.543938,3.4133823,7.3985558,STAR
8.097065,2.876233,7.2936416,QSO
5.8441567,3.7556794,9.072902,STAR
6.7945733,3.5752244,8.657437,STAR
6.0611734,0.0167711,0.6979104,GALAXY
2.4017491,6.1355877,2.728581,GALAXY
4.8581195,9.274231,8.353469,QSO
6.9179173,6.4857616,4.5602374,GALAXY
5.073898,8.058428,-1.8455662,GALAXY
0.6827062,2.2517722,4.2553086,GALAXY
