component 1,component 2,class
3.163471,2.237258,GALAXY
13.291344,-1.6296486,GALAXY
3.8369923,9.825135,GALAXY
3.0754983,-4.351701,GALAXY
16.600582,11.347405,STAR
5.327668,2.7076676,GALAXY
-0.039063074,-4.8624287,QSO
10.903081,5.1411114,GALAXY
9.268803,2.5972536,GALAXY
4.274059,2.897231,GALAXY
-4.50241,-1.1927563,STAR
1.8887247,-3.830491,GALAXY
0.047646165,11.398678,GALAXY
4.7854466,4.9352736,GALAXY
5.0162396,6.52579,GALAXY
-7.4068565,5.1290402,GALAXY
-1.5391282,13.067905,STAR
2.7756083,1.9053507,GALAXY
8.114888,12.77767,QSO
2.4910142,14.215502,GALAXY
9.185526,6.388621,QSO
1.787319,3.5434606,GALAXY
11.2778635,11.73619,QSO
-2.9480672,3.9179547,GALAXY
-3.5668433,-3.0518303,STAR
3.9476652,6.257378,GALAXY
4.166756,10.148251,GALAXY
4.2352285,13.501817,GALAXY
12.64487,9.37716,QSO
1.4071431,1.9934446,GALAXY
-5.3678236,4.818122,GALAXY
4.8190703,-1.4203814,GALAXY
5.056201,7.207914,GALAXY
-3.608249,4.51691,GALAXY
8.695685,-6.008455,GALAXY
-2.0215626,12.249249,GALAXY
12.439866,1.4824654,QSO
3.3796093,6.4548426,STAR
6.3901696,-1.5750912,GALAXY
2.863102,0.29637367,GALAXY
13.719055,2.5355108,GALAXY
-3.564705,1.2693586,GALAXY
-0.9397012,2.0120847,GALAXY
1.3328891,1.3882166,GALAXY
-2.6117618,12.296364,GALAXY
-0.35138178,-1.6715635,GALAXY
-1.3553363,8.454567,STAR
6.019054,-3.6583378,STAR
6.891091,-2.2684383,GALAXY
-3.0472531,8.377799,GALAXY
-6.3734236,0.5394824,STAR
15.931663,2.4435408,GALAXY
1.0499765,5.7404594,GALAXY
5.1425247,-2.8547597,GALAXY
-1.4150933,13.308669,GALAXY
-0.83616006,9.038631,GALAXY
-3.9914136,9.538143,GALAXY
3.8988423,10.723931,GALAXY
0.4827433,13.332924,GALAXY
0.45937285,-3.1152403,GALAXY
9.910064,-4.881725,GALAXY
13.072722,5.3107095,GALAXY
7.8551526,6.1554823,QSO
0.51880974,4.0870285,STAR
10.974193,1.0433228,STAR
13.124613,1.9060577,STAR
8.282962,5.9541183,QSO
-2.6430523,12.34904,GALAXY
-3.6686182,-2.1399019,STAR
14.656805,-0.20647952,GALAXY
-0.78335273,5.1070447,GALAXY
0.632404,-3.3351064,GALAXY
0.5873795,5.102922,GALAXY
-1.650941,-3.8890111,STAR
11.81595,3.5296736,QSO
-3.8981447,-1.9138188,STAR
1.3092139,3.246149,STAR
12.692395,-0.26443732,STAR
10.319895,9.202048,QSO
8.730215,-4.1768875,GALAXY
-0.5228962,4.8047104,STAR
0.40856817,10.95663,GALAXY
10.949723,0.8141733,GALAXY
7.403913,4.606783,GALAXY
-3.7181573,10.587061,GALAXY
-2.5743616,-2.9390256,STAR
7.8248005,-2.6192544,GALAXY
10.064506,15.795468,STAR
1.8522781,6.257406,GALAXY
8.889711,9.893065,QSO
2.0160697,-4.3593836,GALAXY
-3.8185513,1.4296181,GALAXY
-1.9747362,9.984018,GALAXY
7.5523663,7.265031,QSO
9.262999,9.067976,STAR
5.1825905,8.084916,GALAXY
10.671601,2.2415142,QSO
5.4264402,7.2129836,GALAXY
12.474133,1.1725084,QSO
0.6979028,-2.2529547,GALAXY
8.508811,8.183302,QSO
8.813082,6.8710947,QSO
-0.20755583,4.3361406,GALAXY
3.729633,12.60104,GALAXY
-4.5325637,3.743795,GALAXY
-0.5055586,4.834714,GALAXY
3.5622215,1.0710546,GALAXY
8.323967,4.8882823,STAR
8.99154,1.1946414,GALAXY
13.481385,6.0530596,GALAXY
4.741104,-0.7863521,GALAXY
-5.1763115,1.6074704,GALAXY
9.214607,4.7958946,QSO
14.125209,-1.2176839,GALAXY
13.981963,11.136616,STAR
9.40724,2.5329733,GALAXY
0.08674236,4.54013,GALAXY
1.5178453,12.975992,STAR
10.674341,13.802176,STAR
5.6734633,-0.31851998,GALAXY
-0.18481697,2.8790667,STAR
3.2216046,8.59936,GALAXY
11.516872,4.8764133,QSO
7.328119,-4.013695,GALAXY
3.5080662,15.480513,GALAXY
9.3868685,3.7079926,QSO
-4.7783136,5.342112,GALAXY
-2.3116994,6.0286355,GALAXY
8.0902605,-6.5250616,GALAXY
2.4303122,7.218849,GALAXY
-0.30961362,11.949242,GALAXY
-2.4440916,12.710316,GALAXY
14.395207,0.7605907,GALAXY
-3.4931953,5.4555097,GALAXY
2.3653731,5.8223467,GALAXY
8.59458,4.251323,QSO
3.704286,14.089545,GALAXY
2.2393186,-3.2759476,GALAXY
9.298815,2.1801805,GALAXY
8.578805,5.42243,QSO
-0.12748042,4.1913033,GALAXY
4.897453,-5.069264,STAR
8.810909,7.2042565,QSO
7.565236,8.454076,GALAXY
-1.2774935,12.694943,GALAXY
-3.1568894,2.6055381,GALAXY
3.5814319,14.300648,GALAXY
7.570462,14.438216,GALAXY
14.184741,9.804385,QSO
5.478511,4.3083773,GALAXY
7.7816305,-1.5876677,GALAXY
-5.718261,1.9180713,QSO
0.27467275,14.189844,GALAXY
-1.3423785,2.7516277,GALAXY
4.3691187,-0.3459587,GALAXY
-0.5806156,8.200705,STAR
-2.0640776,12.900715,GALAXY
-0.37528327,5.8467984,GALAXY
0.7359393,2.6613874,GALAXY
8.329474,3.6041698,QSO
-5.3798213,2.3042953,GALAXY
14.159393,11.241173,STAR
1.9214927,11.016299,STAR
14.108054,12.537165,STAR
14.202431,11.88853,STAR
-1.5342249,6.061387,GALAXY
3.6285481,-3.766843,GALAXY
2.973059,4.326616,GALAXY
11.960036,2.8698413,QSO
-0.30736125,11.938013,GALAXY
-0.20051013,1.9980292,GALAXY
4.9224024,6.369558,GALAXY
7.0884566,4.971672,GALAXY
9.975305,3.6385088,STAR
9.014385,8.9373455,STAR
10.58864,1.8036768,STAR
-7.7221365,2.452496,STAR
-3.6148715,4.908927,GALAXY
4.274706,1.7501135,GALAXY
3.0200512,12.898654,GALAXY
12.463324,-0.058449775,QSO
-1.0460292,-4.2091784,GALAXY
13.458937,9.008855,QSO
-6.169732,2.5965853,STAR
0.032083526,2.3969464,GALAXY
3.768424,7.2708244,GALAXY
-0.7169016,6.050561,STAR
2.3241084,-2.419514,QSO
10.069094,7.360299,GALAXY
14.697484,1.2116278,STAR
5.361435,-3.427307,STAR
4.783816,-1.1259986,GALAXY
-2.150456,3.7859905,STAR
2.0329328,9.08476,GALAXY
-7.3941884,5.088952,GALAXY
12.038215,1.7904892,STAR
-1.6500558,-1.5701616,GALAXY
4.610227,14.831812,GALAXY
-0.59405977,8.245965,GALAXY
3.8454523,10.665204,GALAXY
0.33754185,12.578159,GALAXY
5.4739723,-0.92321324,GALAXY
-3.5752032,5.6537957,GALAXY
8.986448,8.160087,QSO
12.923213,11.317707,QSO
11.573037,3.2878454,QSO
-2.168997,-3.9245026,STAR
-3.2232091,-2.4829288,STAR
9.680245,4.833503,QSO
-2.8877487,10.169654,GALAXY
0.18118954,0.35941088,GALAXY
5.0808854,2.6379402,GALAXY
7.436448,4.9582148,QSO
1.5791469,0.21401042,GALAXY
9.20502,7.066704,QSO
3.6573906,-0.780129,GALAXY
-4.347756,4.0027385,GALAXY
7.6445136,-0.8329697,GALAXY
8.9776125,4.928861,QSO
9.771981,6.839182,QSO
3.3386097,15.027711,GALAXY
4.779483,14.869196,STAR
-4.8270926,4.3836164,GALAXY
0.36115256,3.3622918,GALAXY
3.580897,-0.84938395,GALAXY
9.504803,-1.7288423,GALAXY
-0.9720803,5.573285,GALAXY
-2.6907344,12.154826,GALAXY
8.551681,6.380112,QSO
3.3111835,5.0428095,GALAXY
10.234207,9.52093,QSO
8.692529,12.954213,QSO
8.879039,6.7913666,GALAXY
7.284666,7.5781584,QSO
5.790629,-1.4897916,GALAXY
2.739581,3.2140179,STAR
7.972881,5.8713136,QSO
8.744191,8.433925,QSO
-1.9266989,9.267401,GALAXY
1.4044853,7.667656,GALAXY
2.6959898,1.9692768,STAR
4.618356,10.114841,GALAXY
3.3107517,10.494757,GALAXY
3.9350288,-0.34120047,GALAXY
0.32775086,11.199259,GALAXY
-0.57472944,-2.3696685,STAR
7.2471943,-6.122294,GALAXY
0.09397094,-4.458354,QSO
13.722583,12.246526,STAR
1.0535198,2.8688114,STAR
5.6286025,6.7325406,QSO
1.5960057,12.925769,STAR
9.634814,3.6767564,QSO
3.0998864,8.682504,GALAXY
-2.7581968,5.0582376,GALAXY
6.2583847,5.015441,GALAXY
12.311154,1.1415163,STAR
9.955776,-5.097012,GALAXY
11.243295,9.151894,QSO
10.598206,9.7572,QSO
2.1670537,14.847684,GALAXY
16.376207,1.2769289,GALAXY
9.363651,7.094928,QSO
2.0686939,-0.9583164,GALAXY
-2.2250888,2.5121212,GALAXY
12.09693,12.256864,QSO
1.0620496,3.28559,GALAXY
-1.0848873,9.857395,GALAXY
16.514742,2.4395869,GALAXY
12.995616,8.665022,QSO
3.800039,-0.4579191,GALAXY
-1.5881832,1.9013191,GALAXY
8.048715,8.898964,QSO
7.946685,8.719692,STAR
0.8848401,4.898626,STAR
5.3035507,-1.1276646,GALAXY
2.6648638,5.4595447,GALAXY
13.23103,-0.3171422,STAR
3.1945102,4.7314696,GALAXY
3.9796755,0.26949465,GALAXY
-0.4920671,12.424803,GALAXY
10.482525,9.1779585,QSO
2.4452095,3.1725237,STAR
11.625572,5.277467,GALAXY
-3.1208417,1.4618524,GALAXY
10.817265,3.6002443,QSO
8.548533,9.30912,QSO
-2.124939,9.954165,GALAXY
14.189173,9.717284,QSO
7.690401,4.5057354,QSO
0.40121683,-3.4093895,QSO
2.1133611,-4.591279,GALAXY
1.3496388,-2.0548537,GALAXY
-1.7950649,-3.6871815,STAR
11.904084,3.5311882,QSO
4.748363,2.4901435,STAR
-1.4616054,7.291148,GALAXY
9.221874,13.331949,QSO
6.7361274,-5.1581883,GALAXY
0.66744107,8.482678,GALAXY
9.000233,15.176372,STAR
-4.5900755,1.7426002,GALAXY
8.501071,5.607338,STAR
2.9713392,1.4112438,GALAXY
8.582903,5.136663,QSO
-0.108305894,7.338542,GALAXY
9.691905,4.6783204,QSO
-0.7490547,8.229291,GALAXY
-0.06737853,11.288949,GALAXY
-2.737675,-2.6821182,STAR
-3.154343,9.18737,GALAXY
7.218384,0.02667361,STAR
12.468631,12.428429,QSO
10.38352,12.737944,QSO
8.790766,-1.6730627,GALAXY
-1.1955941,13.269781,STAR
-3.5139828,0.98969454,GALAXY
0.39128718,6.3521776,GALAXY
9.184755,6.368282,QSO
16.51835,2.3950825,GALAXY
12.374817,2.8886154,QSO
-5.3394794,2.74951,GALAXY
9.483878,3.8540373,QSO
8.717139,6.146638,QSO
-2.5969706,-2.8602078,STAR
-1.4681368,13.3139515,GALAXY
10.808832,4.4437,GALAXY
8.027128,-6.5370665,GALAXY
2.0685894,6.306848,GALAXY
-0.77068293,-1.1250957,GALAXY
8.377056,9.178085,QSO
4.955498,-4.9792113,STAR
-4.670438,2.7727134,GALAXY
11.113881,9.692379,QSO
8.695114,14.277181,QSO
-3.157723,8.305931,GALAXY
2.1507509,-1.6081504,STAR
5.3038373,1.1772093,GALAXY
0.6443831,15.564204,GALAXY
-1.0880353,3.057181,GALAXY
6.4535832,-2.8546765,GALAXY
11.055132,9.35297,QSO
13.24696,10.080373,QSO
10.815554,9.421653,QSO
-0.22539452,13.83444,STAR
-0.187541,-3.01469,GALAXY
1.241032,-2.9771745,STAR
9.561815,12.379398,QSO
11.337186,4.7479935,GALAXY
10.736379,7.0965767,GALAXY
-0.8003132,5.3826184,STAR
8.78043,8.226797,STAR
5.9131513,0.21215792,GALAXY
-0.940366,2.8072617,STAR
6.3639183,-2.5660698,STAR
12.199009,9.683298,STAR
6.290252,-1.2599038,STAR
-7.696178,2.3957489,GALAXY
7.830521,5.2420774,QSO
11.538221,9.036654,QSO
2.652148,5.4237084,GALAXY
2.1777422,15.976332,GALAXY
15.940338,2.7727907,QSO
11.968382,1.8704002,QSO
-3.0138571,-3.0938673,STAR
-1.3562664,11.373038,STAR
1.8519449,-0.22804381,GALAXY
12.580302,2.2895613,GALAXY
5.9402885,2.7062147,GALAXY
10.9861145,8.318424,QSO
6.464835,-4.2270637,GALAXY
4.051942,9.5492735,GALAXY
13.382071,8.9457855,QSO
10.723276,14.716097,STAR
-1.0573395,-3.1260455,STAR
8.61745,3.2723582,STAR
8.7606535,2.9408398,QSO
-7.637267,2.3155317,STAR
15.822603,1.000931,GALAXY
8.79782,-3.658981,GALAXY
12.954462,6.1861286,GALAXY
4.694232,4.5932364,GALAXY
5.9700522,-2.5770178,GALAXY
-3.0338347,11.665746,GALAXY
8.388655,-0.011892389,GALAXY
10.70279,-3.9569204,GALAXY
-4.095992,4.042369,GALAXY
12.870022,11.535408,QSO
5.447506,-4.828999,STAR
2.9590545,2.3985279,GALAXY
0.28494647,-4.273417,QSO
4.2066565,-3.9559038,STAR
7.697709,7.2943625,QSO
-0.8293261,-1.9184705,GALAXY
1.9596417,11.027353,GALAXY
13.141427,0.88664126,QSO
2.700433,1.2734774,GALAXY
-2.7845247,-2.9994326,STAR
-3.639555,-2.991697,STAR
-2.7495677,2.221589,GALAXY
-1.466579,5.645825,GALAXY
0.64381075,3.8091063,GALAXY
7.5059886,6.12795,QSO
0.8416441,1.144286,GALAXY
4.0536995,9.305075,GALAXY
-5.7129083,2.3303385,GALAXY
10.759937,-1.5386896,GALAXY
1.4218725,7.318765,GALAXY
8.721594,-3.735216,GALAXY
-1.7357463,10.396542,STAR
1.2747487,13.731579,GALAXY
-4.136262,4.7824936,GALAXY
1.9464298,-4.5575094,QSO
-1.2524568,-1.8194351,GALAXY
-4.3081894,3.4514146,GALAXY
1.9036006,5.805988,GALAXY
13.655079,11.367698,STAR
2.0386615,-2.4652557,QSO
8.591213,3.181158,GALAXY
1.6669934,-2.4969115,QSO
6.7800546,-4.463348,GALAXY
10.745759,4.9545574,GALAXY
-1.1521071,13.6484,GALAXY
8.343674,9.655689,GALAXY
-3.7842753,4.780224,GALAXY
12.716667,11.341843,QSO
7.2987466,15.145238,STAR
8.714804,2.2582202,STAR
5.0738134,-0.5122408,GALAXY
10.975955,3.5818012,GALAXY
12.821423,1.332046,STAR
-3.0808098,8.175217,GALAXY
10.215564,4.528499,QSO
4.3077335,3.228361,GALAXY
2.239074,0.54887956,GALAXY
0.2883504,-2.0199022,GALAXY
-6.926146,6.201163,GALAXY
8.026547,-0.33148503,GALAXY
0.12320631,10.90746,GALAXY
7.162708,-0.55491656,STAR
6.4350057,-1.2899891,GALAXY
10.533809,5.411524,GALAXY
10.220618,5.7140455,GALAXY
-2.8841798,8.972338,GALAXY
-3.7514558,2.2912135,GALAXY
8.951431,-4.6589756,GALAXY
12.236786,0.7762168,STAR
10.750535,5.113539,GALAXY
13.656347,3.883953,GALAXY
9.512183,8.808156,QSO
1.1618358,0.703186,GALAXY
-0.6949846,8.94847,GALAXY
8.707039,5.4584055,QSO
11.392418,2.9816997,STAR
4.6414266,-0.25831333,GALAXY
1.0879906,5.8713846,GALAXY
-0.1362735,5.038679,GALAXY
0.7626652,2.6885164,GALAXY
3.4233541,-4.575457,GALAXY
0.61062753,13.64059,STAR
4.0030794,2.6325848,GALAXY
0.24503876,-3.0975971,GALAXY
12.361688,-1.7757679,STAR
0.06463303,0.97256994,GALAXY
10.208929,4.930105,QSO
7.4813266,2.208927,GALAXY
0.8465586,-4.150056,QSO
14.164904,0.9567119,GALAXY
-3.6305404,9.485184,GALAXY
5.8919115,5.638705,GALAXY
9.548752,-4.4542723,GALAXY
2.179048,14.892417,GALAXY
10.905932,6.3460665,GALAXY
14.234793,1.013952,GALAXY
-6.159234,6.1006274,STAR
7.9407535,-0.46247998,STAR
5.6569986,14.833323,STAR
6.06937,4.834288,GALAXY
13.348457,1.5526341,GALAXY
2.914811,3.2736764,GALAXY
13.309532,2.1933477,QSO
0.18282862,-2.2652278,STAR
0.78514177,12.913079,GALAXY
3.4514542,4.830742,STAR
9.932484,15.121441,STAR
11.08784,9.611183,QSO
-3.3697784,8.369248,GALAXY
-0.13716099,4.4041047,GALAXY
-0.57413846,12.024566,GALAXY
3.4893215,13.303917,GALAXY
11.012651,-1.1060858,QSO
-5.725347,2.3042912,GALAXY
7.594428,7.713445,QSO
0.321485,15.353516,STAR
7.575522,0.44045526,STAR
7.8426757,-1.8925083,GALAXY
1.2640432,-3.363123,QSO
-3.821817,2.8647974,GALAXY
1.1203804,12.249419,STAR
9.820952,9.914022,QSO
10.399646,4.3824277,STAR
13.370479,-1.722589,STAR
16.513912,1.4664177,GALAXY
-2.2107356,-3.7102895,STAR
0.768938,11.966546,GALAXY
11.951112,-0.50922567,QSO
2.4819674,3.0633225,STAR
-1.2796662,-1.7059823,GALAXY
13.495507,11.714332,STAR
1.3352765,9.202434,STAR
12.484549,14.701888,QSO
8.906781,5.217583,QSO
8.50886,6.7726965,QSO
10.13232,11.398716,GALAXY
12.851551,0.12942338,QSO
8.281106,6.535639,QSO
0.10637057,12.847502,GALAXY
-1.6091913,5.5962186,GALAXY
9.337594,2.0243108,GALAXY
4.0895786,3.7590773,GALAXY
8.812487,4.8679256,QSO
8.7034445,-3.8326604,GALAXY
11.315103,3.265451,QSO
13.222508,11.931094,STAR
4.0509505,4.3271565,GALAXY
-1.3348365,4.665824,GALAXY
0.83601505,1.2322423,GALAXY
8.216811,4.877105,QSO
14.898628,5.245652,QSO
-3.460248,2.4753468,GALAXY
-3.5373163,4.1728163,GALAXY
10.202229,4.34973,QSO
1.6544901,14.12101,GALAXY
10.982676,10.693894,GALAXY
-3.6622036,3.5048666,GALAXY
2.7252185,1.9300737,GALAXY
1.4173183,1.8079232,GALAXY
6.7499237,0.5530763,STAR
5.869811,6.141828,GALAXY
9.054924,15.684902,STAR
2.7122023,-1.7975031,GALAXY
11.942576,14.639684,STAR
-4.463206,3.4925382,GALAXY
-3.237429,10.106523,GALAXY
10.226724,16.159018,STAR
0.3029138,-3.2755656,GALAXY
14.840839,0.80240434,STAR
10.924079,4.0049086,QSO
6.260052,-1.3637235,STAR
12.631862,12.146649,QSO
1.2693915,8.962537,GALAXY
10.707793,1.1427025,GALAXY
3.7304232,5.9571953,GALAXY
-2.9606824,-2.6969872,STAR
7.812765,-5.3133082,GALAXY
0.65623146,5.6512117,GALAXY
13.410992,2.4399247,GALAXY
-4.362081,4.0590987,GALAXY
0.09962566,12.334634,QSO
1.473792,1.7589188,GALAXY
-0.22305854,-0.1398576,GALAXY
10.393968,11.786888,QSO
1.8468416,6.811836,GALAXY
3.1349342,14.516956,GALAXY
1.4387898,6.0553064,GALAXY
6.9976873,-5.6658216,GALAXY
0.67224383,11.364727,STAR
-0.002091686,14.194862,GALAXY
11.892542,14.268116,GALAXY
-3.743911,9.70311,GALAXY
8.5109,8.162792,GALAXY
14.508169,0.17746381,STAR
1.7438247,-4.082466,GALAXY
0.38082343,12.563377,GALAXY
6.528083,-1.554018,GALAXY
-6.053281,-0.31879994,STAR
-2.9391632,11.98521,GALAXY
2.1135404,2.4582174,GALAXY
8.0343275,13.41155,QSO
-4.7717147,2.4915469,GALAXY
10.755965,14.169771,GALAXY
11.087308,4.939436,GALAXY
2.2769253,4.063391,GALAXY
-0.19658782,10.238698,GALAXY
-3.1900923,8.068888,GALAXY
-3.6990645,4.8976216,GALAXY
9.856628,15.704264,STAR
1.4953693,0.09361605,GALAXY
13.483081,4.2062645,GALAXY
4.8367553,0.0414372,GALAXY
-1.7225319,-3.8511174,GALAXY
0.7661971,-3.1232138,GALAXY
12.568714,1.2462038,STAR
5.6532774,6.729438,GALAXY
12.457077,13.258607,STAR
3.8412092,15.442489,GALAXY
0.3404913,2.0947106,GALAXY
-4.9139147,1.6071868,GALAXY
-5.7752514,3.4248188,GALAXY
5.2952185,4.5670896,GALAXY
2.1739893,6.771978,GALAXY
0.9242456,6.4102798,GALAXY
-0.9869138,14.258673,GALAXY
2.0496953,-2.1544673,QSO
11.8967905,1.7300781,QSO
1.632413,6.0643845,GALAXY
-3.5991745,1.868218,STAR
10.51289,5.6574554,GALAXY
3.920274,14.947748,STAR
16.4369,1.2536913,GALAXY
-3.0274293,3.6363294,GALAXY
1.3504442,9.070898,GALAXY
13.833802,12.727505,GALAXY
2.5559585,9.442145,GALAXY
-5.1532516,3.4186954,GALAXY
1.2599308,14.355449,GALAXY
7.7389765,-6.502477,GALAXY
-5.466886,1.7224286,GALAXY
4.7692404,2.1524625,GALAXY
2.4037154,11.696188,GALAXY
7.734187,6.0401273,QSO
16.672405,11.329391,STAR
11.922656,2.1983306,QSO
4.0099893,9.477383,GALAXY
2.6918457,3.3407145,GALAXY
1.1630858,5.398331,GALAXY
12.973775,12.748764,GALAXY
12.59255,4.4086366,GALAXY
3.5012977,12.782623,GALAXY
10.825881,-0.52106035,GALAXY
-0.92726916,-1.5986875,GALAXY
-7.142493,5.757135,GALAXY
-0.9348233,15.057954,GALAXY
9.528223,-4.743421,GALAXY
9.418044,15.753203,GALAXY
-1.6872115,5.7118134,GALAXY
7.122328,-1.8514937,GALAXY
0.3477177,13.976226,GALAXY
-0.5084146,7.808155,GALAXY
8.643538,-5.099605,GALAXY
8.651057,-5.3061595,GALAXY
-3.8014598,1.671863,GALAXY
13.856605,10.6240635,GALAXY
-0.4749759,6.64648,GALAXY
0.5329935,3.7902887,GALAXY
0.60538703,13.344617,GALAXY
6.035364,-1.6477334,GALAXY
2.8410068,4.3301997,GALAXY
5.0844154,-3.7884524,GALAXY
2.6006227,3.9096904,GALAXY
1.7559482,14.062827,STAR
9.964568,2.4071515,QSO
-0.17497729,11.571567,GALAXY
10.949834,-0.05876119,GALAXY
3.792915,-3.6277885,GALAXY
13.890427,-0.45704675,STAR
6.981154,-1.5114266,GALAXY
0.57883656,13.759046,GALAXY
6.683577,-4.0601764,GALAXY
7.6558785,3.3664079,STAR
10.799245,13.950764,STAR
12.723824,8.592247,QSO
7.313722,15.173815,STAR
14.745239,2.650227,GALAXY
10.664998,-0.5193365,GALAXY
-4.4577928,-1.3206134,STAR
3.32024,-4.5558367,QSO
-2.256237,10.70273,GALAXY
6.133939,14.686389,STAR
12.146402,13.698314,GALAXY
3.9562905,10.1518135,GALAXY
13.353927,2.8710966,GALAXY
8.953889,3.082695,QSO
13.366506,2.1326687,STAR
10.573815,9.463667,QSO
3.6309428,0.47943628,GALAXY
11.496516,1.9942173,STAR
4.0739527,5.511472,GALAXY
13.054305,3.6941216,GALAXY
0.055746425,5.943352,GALAXY
-0.7030074,-2.866073,STAR
1.445312,10.828254,GALAXY
-2.1242027,2.1470478,GALAXY
-3.5950203,0.8311974,GALAXY
2.6930127,-2.2679772,QSO
-1.771102,7.6794806,GALAXY
13.8966,11.041406,STAR
8.043122,-0.062267452,STAR
5.879163,0.08597305,GALAXY
12.054031,1.6797515,STAR
2.0530324,-3.5813286,GALAXY
13.771017,9.880184,QSO
9.7672825,14.276761,STAR
8.701208,4.2255335,QSO
13.249452,1.4202211,GALAXY
3.9454474,7.9134297,GALAXY
-3.1383927,2.3547146,GALAXY
7.3392963,0.5144081,STAR
-2.3796563,4.2798567,GALAXY
7.649917,-5.6890335,GALAXY
1.8730644,8.112677,GALAXY
-7.6707134,4.89001,QSO
13.738159,-0.6848797,STAR
13.861041,9.979819,QSO
10.762145,9.186131,STAR
-0.34468213,2.8745196,GALAXY
16.245672,10.888293,GALAXY
-8.175911,4.293816,GALAXY
3.1562061,2.6456966,GALAXY
9.574507,15.92317,STAR
3.0497906,6.4053206,GALAXY
7.0794997,0.69134307,STAR
1.6080626,13.730762,GALAXY
0.5352476,2.665023,GALAXY
13.183613,5.985918,STAR
13.085736,3.9019215,GALAXY
13.736477,1.9737687,QSO
-0.0579532,4.0149617,STAR
3.6837678,2.970643,GALAXY
1.5005217,8.629366,GALAXY
13.027552,0.41195685,GALAXY
15.921666,2.053331,GALAXY
11.3079405,7.5341196,GALAXY
0.7164715,7.2899275,GALAXY
13.598916,12.855557,STAR
5.746501,7.0197873,GALAXY
8.020342,-4.746392,GALAXY
2.9307764,3.7327256,GALAXY
13.019994,2.2376492,QSO
11.96453,4.825792,GALAXY
8.987364,1.0839411,STAR
-2.9040487,4.8851004,STAR
0.2608233,-3.2100115,GALAXY
-2.6728325,11.718729,STAR
6.5542727,3.7992933,GALAXY
9.243114,2.2918289,GALAXY
-7.2818103,1.9395038,STAR
3.1625342,0.88070774,GALAXY
-4.6054115,4.2321134,GALAXY
-2.8084908,11.62448,GALAXY
6.7438464,2.5444167,STAR
11.256939,13.657922,STAR
4.8458686,-4.649332,STAR
9.219236,6.1294684,QSO
-2.326935,4.026475,GALAXY
-3.3592916,-3.2921972,STAR
12.089141,2.6516788,GALAXY
4.429078,0.24657881,GALAXY
15.258624,11.207867,STAR
3.587892,14.172714,GALAXY
10.203178,2.5488408,QSO
9.395324,-6.150502,GALAXY
12.162855,4.0669546,GALAXY
13.916308,2.5856357,GALAXY
-4.9250245,3.378218,GALAXY
10.201182,8.733696,QSO
-7.6579165,4.429236,GALAXY
-0.050639313,14.049892,GALAXY
9.162636,12.057035,QSO
4.9444733,3.0461903,QSO
3.1580493,13.254295,GALAXY
0.19450054,3.9912243,GALAXY
-0.16414548,2.010409,GALAXY
0.03241059,13.427992,GALAXY
8.149358,5.801622,QSO
10.277678,16.139074,STAR
13.109637,10.316527,STAR
3.8568573,13.362713,GALAXY
13.532862,11.120447,QSO
2.9368565,5.8515916,GALAXY
4.225009,7.078033,GALAXY
14.852412,5.27823,QSO
-0.49622697,2.42728,GALAXY
-1.2139405,10.535751,GALAXY
11.812052,9.967403,STAR
-3.8844042,1.3687533,GALAXY
4.81307,-1.1055684,GALAXY
8.545759,6.157649,QSO
9.231821,10.296207,STAR
-1.0235467,3.175905,GALAXY
3.99159,13.557841,GALAXY
12.458179,12.219761,STAR
-1.3013182,2.6795695,GALAXY
-3.0082166,1.4607548,GALAXY
6.1581235,-1.0426607,GALAXY
2.116736,0.46387768,GALAXY
10.017554,15.672657,STAR
7.323936,-0.42934236,GALAXY
-1.5138015,-1.1587157,GALAXY
-3.535878,10.467289,GALAXY
9.040053,15.711406,STAR
9.526459,5.9032483,GALAXY
-0.27476513,7.228121,STAR
-0.23839451,-2.492005,STAR
-3.3831818,2.273463,GALAXY
-2.2072163,3.3384717,GALAXY
10.041476,2.8925624,GALAXY
-5.7930126,2.0214024,GALAXY
10.907578,5.412093,GALAXY
-3.4171305,3.5657425,GALAXY
-0.8763548,14.034949,STAR
-1.7122015,13.014502,GALAXY
13.022483,9.521117,QSO
2.3544161,7.0883827,GALAXY
6.671873,-0.671606,STAR
8.821021,14.498712,GALAXY
6.2143717,-1.9360439,GALAXY
8.306296,-1.4743776,GALAXY
5.752964,-2.9663396,GALAXY
6.2159934,3.9074695,GALAXY
-0.11448454,4.2390246,GALAXY
8.154801,-0.7577434,STAR
11.478373,10.858186,STAR
12.52569,12.02018,GALAXY
9.322898,12.369976,QSO
0.1944874,0.43620327,GALAXY
11.402076,4.978051,GALAXY
9.598548,0.38342702,STAR
6.610263,-1.0274621,GALAXY
-1.8976597,9.985483,GALAXY
3.2587056,14.934402,STAR
7.686762,3.0136182,STAR
-3.5517724,4.807636,GALAXY
6.0327773,3.0038712,GALAXY
3.139141,14.18542,GALAXY
7.38305,-4.1141143,GALAXY
7.434673,6.576855,QSO
5.1058636,-1.9272431,GALAXY
-1.4992043,3.7235463,GALAXY
6.7916584,5.477689,GALAXY
11.763145,0.8018659,STAR
12.026747,12.098209,QSO
8.483124,5.1910553,QSO
0.98595405,15.837475,GALAXY
-5.1033454,-1.6583858,STAR
13.58003,11.146986,QSO
-2.5979555,10.440199,GALAXY
