component 1,component 2,class
-1.5867741,13.101083,GALAXY
6.093682,7.1601057,GALAXY
10.652393,11.072783,QSO
-7.5361247,2.008008,STAR
-1.5725703,9.349099,STAR
-7.131978,1.0141146,STAR
3.6540737,9.0574,GALAXY
-2.4108038,10.882361,STAR
7.782691,5.1098285,QSO
2.9163127,-1.2019876,GALAXY
12.25682,2.9215267,GALAXY
9.359134,-1.5039667,GALAXY
9.825472,3.2627878,QSO
11.344213,7.930138,GALAXY
10.896551,11.592745,QSO
7.765942,5.6598105,QSO
8.772862,-4.1807795,GALAXY
-0.9488318,-1.8981892,GALAXY
-1.5929061,13.058561,GALAXY
3.0910096,14.603135,GALAXY
12.3818655,-1.8116778,STAR
8.484281,-0.8848029,STAR
10.675532,-0.50460017,STAR
3.0202281,13.438814,GALAXY
11.843129,5.052638,QSO
1.8920256,13.568453,GALAXY
8.701518,5.1619005,QSO
4.1460643,4.205334,GALAXY
5.685271,2.7031972,GALAXY
0.4861496,12.628822,STAR
11.092925,4.132968,QSO
-3.312199,8.794954,GALAXY
1.5147799,12.866998,GALAXY
-0.8991333,2.4565213,GALAXY
-8.007455,4.0162096,GALAXY
9.423772,6.069287,QSO
6.2394814,14.344327,STAR
-7.859871,2.5601165,GALAXY
7.9375196,6.106038,QSO
12.969039,8.5617285,QSO
-3.5263531,5.560683,GALAXY
-4.218149,-1.7574972,STAR
0.3537149,9.643651,GALAXY
-3.7819157,4.0943346,GALAXY
8.773773,3.893938,GALAXY
12.117567,11.5749035,QSO
-2.3506477,3.754425,GALAXY
2.3970122,-4.644695,QSO
1.5180368,-4.4072895,QSO
5.092273,3.820758,GALAXY
0.7222032,11.665659,GALAXY
-0.2346144,8.669302,GALAXY
2.9043806,-4.487997,GALAXY
5.297756,-0.6963177,GALAXY
0.5975222,5.630305,GALAXY
1.3385574,8.786089,GALAXY
-7.578709,2.3147695,STAR
-0.11533551,3.333924,STAR
0.4921878,7.1424236,GALAXY
12.96177,10.200797,STAR
6.553191,1.6970644,STAR
11.183761,13.168188,STAR
2.472334,7.0196805,STAR
-2.0996747,2.90289,GALAXY
8.191453,7.738813,STAR
-4.2009454,7.2020984,GALAXY
0.5347506,5.2195544,GALAXY
11.262251,9.714144,QSO
-2.118584,11.971851,GALAXY
13.467953,3.8992188,GALAXY
5.17681,7.1290035,GALAXY
7.0284343,-0.00059049384,STAR
13.567522,10.444824,QSO
-0.3042718,3.3502796,GALAXY
-0.05178468,10.436393,GALAXY
2.230009,5.8108807,GALAXY
5.4510856,5.978624,GALAXY
8.209976,13.702826,QSO
8.250171,-0.9153175,GALAXY
4.633153,-4.189494,GALAXY
3.5315504,0.79135376,GALAXY
15.5117,0.43283328,GALAXY
6.382432,-2.6773472,GALAXY
8.339064,7.3098516,QSO
11.145264,13.393189,STAR
9.63522,6.9048214,GALAXY
0.6430299,14.445085,GALAXY
5.012093,-4.7176538,GALAXY
10.844893,4.495534,GALAXY
9.946457,-4.8635316,GALAXY
11.209492,11.690508,GALAXY
3.2226465,-0.5477486,GALAXY
1.9485726,-3.0301726,QSO
13.107312,12.992355,STAR
8.0786295,0.77690935,STAR
-7.8315835,5.166797,GALAXY
8.893148,2.5687962,STAR
-4.958986,1.6462511,GALAXY
-1.3477936,6.0856915,GALAXY
11.501917,5.054944,GALAXY
9.308128,3.3737316,QSO
-1.9065561,7.8131175,GALAXY
14.796213,1.3361968,GALAXY
4.020524,-3.7716804,STAR
8.231494,0.70809,STAR
0.14732543,5.8070445,GALAXY
-3.1339998,1.7867829,GALAXY
0.19161822,4.769635,GALAXY
0.029781576,5.456572,GALAXY
10.141011,2.9984171,QSO
13.242359,4.381893,GALAXY
15.340778,1.6117697,GALAXY
-7.491835,4.794223,GALAXY
9.62674,-2.8110578,STAR
-3.9437652,1.4057558,GALAXY
4.2265887,7.297892,GALAXY
-1.7654843,1.1781338,GALAXY
-4.0038934,4.9909844,GALAXY
1.7798239,-0.028940318,GALAXY
7.354954,6.8218045,QSO
0.32408613,12.56525,GALAXY
13.022184,-0.021923417,STAR
-1.0561287,4.459825,GALAXY
3.4126558,14.546274,GALAXY
0.74249,12.90565,QSO
-2.7063823,-2.3624632,STAR
-1.4990852,7.3543844,GALAXY
11.71392,4.238921,GALAXY
14.004712,9.438337,QSO
0.6243892,-0.6148793,GALAXY
8.503523,14.321479,STAR
3.1206973,-0.005562591,GALAXY
12.91363,4.034116,GALAXY
0.67402554,6.8839726,GALAXY
5.7443724,0.93239576,STAR
8.150781,-1.3446921,GALAXY
-1.8234783,2.5206032,GALAXY
12.181768,1.8094511,QSO
9.433132,8.0932455,QSO
10.803006,5.4548798,GALAXY
8.51196,0.13692172,STAR
9.534552,9.520497,STAR
-0.94659656,12.952824,GALAXY
-6.113183,3.1948621,GALAXY
-3.230012,8.284916,GALAXY
0.76444376,-3.5473864,QSO
-0.37424704,2.5050282,GALAXY
8.382176,3.5708373,QSO
-1.8534677,1.9337726,GALAXY
-3.0899322,11.8619795,GALAXY
-1.1450824,10.836185,GALAXY
4.137674,-4.364477,GALAXY
4.05922,10.465507,GALAXY
-2.3703172,7.439083,GALAXY
9.445076,5.1157317,GALAXY
9.6628475,5.2904277,GALAXY
3.0564048,3.2664146,GALAXY
9.745229,9.18992,QSO
1.9126627,14.845799,GALAXY
11.888725,9.704332,QSO
11.019075,4.5721827,GALAXY
1.5388862,15.593214,GALAXY
0.30566624,8.7043,GALAXY
12.062332,11.042968,QSO
0.24217948,11.572697,GALAXY
3.5405726,6.366036,STAR
3.7437046,14.349907,GALAXY
-4.88911,3.7823002,GALAXY
-3.6722949,4.9312105,GALAXY
0.5705005,7.6010003,GALAXY
12.965932,10.540498,QSO
2.288211,3.1158435,GALAXY
-0.6428798,-2.846914,STAR
10.88059,15.469159,QSO
2.473175,2.7401607,GALAXY
-3.1868958,1.1573076,GALAXY
12.675521,13.691269,STAR
3.4450662,2.9699628,STAR
15.317337,11.106803,STAR
10.967439,4.7291355,GALAXY
7.653891,8.3647785,QSO
6.484423,-1.5554495,GALAXY
10.239066,15.305607,STAR
10.529198,4.2057905,GALAXY
-1.2297823,-2.034246,GALAXY
-0.47742656,4.0645566,GALAXY
1.8322322,-4.827685,GALAXY
1.1080323,-2.6345875,GALAXY
5.025631,3.5055299,GALAXY
9.747707,9.79339,QSO
4.3315773,0.86098474,GALAXY
0.18573274,10.811429,GALAXY
3.1792138,12.9653225,GALAXY
1.9444928,15.643775,GALAXY
7.401878,5.21543,STAR
-0.43251616,7.2840767,STAR
3.6882656,14.282624,STAR
6.9261312,-5.078458,GALAXY
6.1001186,0.5522159,GALAXY
1.2530725,8.759686,GALAXY
-1.770038,5.572875,GALAXY
13.28358,6.054986,STAR
9.58658,5.233894,GALAXY
10.8492565,2.893778,QSO
12.221139,10.763261,QSO
7.9877043,-6.5118103,GALAXY
9.017845,-5.04729,GALAXY
2.1054132,-3.5417798,GALAXY
1.6096846,6.029118,GALAXY
12.051981,10.271749,GALAXY
-0.29680136,5.9536376,GALAXY
1.3067664,10.715459,GALAXY
-4.259906,-1.523394,GALAXY
1.2660187,-1.1977692,GALAXY
1.0646362,0.86732376,GALAXY
-3.0663366,9.757127,GALAXY
12.042662,2.1456583,STAR
2.6449268,10.390902,GALAXY
13.868456,3.1562142,QSO
11.701369,15.1581335,STAR
-0.4933081,-4.075941,STAR
-0.28373542,8.260462,GALAXY
13.413194,-0.20426992,QSO
11.056705,3.8092854,QSO
9.898573,10.088868,QSO
4.6044846,-0.73689455,GALAXY
2.2833881,3.4893036,GALAXY
0.10354215,3.905177,GALAXY
8.101364,9.295675,QSO
-1.9411488,-2.406687,STAR
-3.4186168,1.3961391,GALAXY
-3.9761436,1.8181579,GALAXY
12.770279,11.439236,QSO
8.141229,6.757761,STAR
3.7768989,3.8152852,GALAXY
4.0411,10.560482,GALAXY
8.398418,5.8283267,QSO
0.16854131,11.284117,GALAXY
6.390028,-1.9009795,STAR
6.6433907,-1.2435206,STAR
8.168249,8.077586,QSO
9.846978,8.356494,QSO
12.461164,2.828471,QSO
9.724878,14.434795,STAR
11.407208,-1.6927933,GALAXY
8.363152,9.3187475,QSO
-6.621781,6.0664864,GALAXY
-1.4731934,13.285379,GALAXY
13.765942,2.0689125,QSO
-0.64808774,8.868568,STAR
11.701297,10.673609,QSO
3.7867467,7.4120884,GALAXY
-3.428682,9.346788,GALAXY
13.70904,5.1901064,GALAXY
10.21746,15.976885,STAR
1.237255,8.046641,GALAXY
0.5366354,13.489758,GALAXY
3.892994,4.3953333,GALAXY
-4.7229905,3.806376,QSO
2.4285996,4.747823,GALAXY
10.230214,2.6496696,QSO
12.671491,10.483389,QSO
11.652357,2.121205,STAR
2.2642348,4.700896,GALAXY
7.345217,-6.29477,GALAXY
2.5434308,6.9496875,GALAXY
4.13467,4.1087155,GALAXY
8.718567,-5.1005244,GALAXY
2.9303668,7.4735684,GALAXY
7.5440774,14.025473,STAR
12.780255,4.139305,GALAXY
11.808137,2.4547498,GALAXY
0.31183413,-4.2755413,QSO
7.1443725,-2.764402,GALAXY
-4.1280193,7.776555,GALAXY
-4.757216,2.8332603,GALAXY
-1.6809049,-4.1356297,STAR
10.192472,12.39017,QSO
-0.15866642,0.21768144,GALAXY
-3.5065284,9.505525,GALAXY
0.14892535,1.8550643,GALAXY
0.4527588,-0.24971382,STAR
0.8192471,15.480142,GALAXY
4.30599,5.127974,GALAXY
12.246235,10.194495,GALAXY
0.44714338,4.916076,GALAXY
0.5272627,-2.706241,GALAXY
9.32262,12.266341,QSO
-3.2300417,8.563374,GALAXY
6.2120867,4.634101,GALAXY
2.657733,14.237176,GALAXY
3.158823,13.960755,GALAXY
-3.5629556,8.72772,GALAXY
12.019889,8.695306,QSO
13.394869,10.242981,STAR
-1.716351,4.335226,GALAXY
-4.282717,2.7468314,GALAXY
-2.2764187,5.7089424,GALAXY
12.284942,3.7379463,QSO
-3.4165933,7.997983,GALAXY
-3.0365195,-2.928445,STAR
6.3246903,-3.596524,GALAXY
6.825306,-3.4977512,GALAXY
0.8349274,9.444794,GALAXY
-5.1270437,1.1005119,GALAXY
0.8937662,12.599712,GALAXY
11.156435,5.803585,GALAXY
8.397151,-2.4057813,GALAXY
11.923417,-1.5215634,GALAXY
13.419526,10.933573,GALAXY
-1.8495841,1.9660891,GALAXY
12.911989,11.486473,STAR
-3.2755182,-2.6460066,STAR
9.463445,-4.489818,GALAXY
-0.100349315,3.3621588,GALAXY
-3.9788249,6.7841744,GALAXY
-1.0855476,12.343192,STAR
15.78807,12.2113905,STAR
14.60534,0.05411234,GALAXY
6.374855,5.4406757,GALAXY
0.9241107,5.900615,STAR
-3.0576198,5.9112635,QSO
-1.628483,10.122751,QSO
11.986511,11.447863,STAR
2.8433142,15.928196,GALAXY
-0.29732904,9.84278,GALAXY
11.924672,10.241188,QSO
-2.004569,7.7357345,GALAXY
1.7650787,9.315895,GALAXY
8.614365,7.8083286,QSO
-7.23643,5.6697383,GALAXY
-0.1507738,11.323349,STAR
3.7685237,1.2195992,GALAXY
2.107112,-2.7743564,QSO
0.5164822,10.698164,GALAXY
11.366626,7.9730124,GALAXY
4.7276425,3.6794577,GALAXY
-0.0414549,8.63824,GALAXY
12.313199,0.43247545,QSO
5.2362666,-4.521096,STAR
-3.4883935,4.7066803,GALAXY
11.00454,7.262727,GALAXY
13.903737,1.9082323,QSO
4.802644,0.031871762,GALAXY
8.776592,1.5166364,STAR
6.2395377,1.5912206,GALAXY
5.135079,-2.7306955,GALAXY
8.22216,-2.389606,GALAXY
13.662911,4.12975,GALAXY
15.367088,1.4165949,GALAXY
15.437326,12.825341,STAR
5.18813,-1.3953323,GALAXY
5.082646,4.389726,GALAXY
12.19216,8.291599,QSO
1.9379716,5.122203,GALAXY
-0.2547452,5.600572,GALAXY
-4.62127,-2.0769572,STAR
8.023823,-0.60724974,GALAXY
0.45396993,10.274001,GALAXY
-0.47993574,4.522889,STAR
1.7063076,-2.9957883,QSO
4.487804,2.332389,GALAXY
9.546806,8.250537,QSO
3.88889,4.8098283,GALAXY
-2.7920363,2.5861156,GALAXY
12.842493,6.2319245,GALAXY
10.157583,14.461523,STAR
3.8066027,2.9346182,GALAXY
8.60158,-5.0998487,GALAXY
12.448078,8.42566,QSO
-3.9746406,8.424087,GALAXY
5.082783,3.5530386,GALAXY
16.274694,10.99866,GALAXY
0.85462815,14.09606,GALAXY
-0.8062376,15.019216,GALAXY
11.860354,2.918713,QSO
10.913896,12.810037,QSO
2.7030215,3.6236546,GALAXY
0.079496235,5.7317834,GALAXY
0.5714443,12.797098,GALAXY
2.995845,3.7895565,GALAXY
4.132333,15.683195,STAR
9.757999,1.4941539,GALAXY
11.179438,0.79605883,STAR
-3.713273,4.010752,GALAXY
9.818945,1.5848659,STAR
-1.790539,4.5108924,GALAXY
2.0006251,3.5064309,GALAXY
13.141706,1.5522479,QSO
1.069979,5.746553,GALAXY
-0.45642436,7.3343863,GALAXY
10.626126,9.795305,QSO
-7.3029094,2.3734448,GALAXY
-0.14600083,11.719478,GALAXY
2.2688837,4.815432,GALAXY
-2.3319323,-2.9792182,STAR
3.055947,10.420959,GALAXY
10.486994,-3.726968,STAR
11.37128,-1.8075459,STAR
8.9043045,14.688016,QSO
7.4783244,-5.9762187,GALAXY
9.597705,6.119504,QSO
12.956441,8.602231,QSO
2.9362004,-1.5402007,GALAXY
-2.06453,4.989928,GALAXY
16.264929,1.6002548,GALAXY
12.794658,9.815247,QSO
-2.090295,-2.550998,STAR
6.393927,1.6965128,GALAXY
0.6875745,8.291839,GALAXY
8.272654,2.1981683,STAR
1.301832,8.716723,GALAXY
13.655755,8.865687,QSO
8.1917305,-3.5220091,GALAXY
10.657701,5.050833,GALAXY
8.510524,5.8548555,STAR
3.5156431,-0.69330376,GALAXY
12.482829,4.050705,GALAXY
11.498304,6.2717514,GALAXY
13.931588,3.5671716,GALAXY
12.548677,1.1525688,GALAXY
12.358208,4.796977,GALAXY
-7.4755206,3.6799688,GALAXY
2.0529127,11.6300955,GALAXY
8.750604,-5.3896084,GALAXY
12.254353,9.461903,QSO
-0.7183719,15.182072,GALAXY
9.297768,9.997461,GALAXY
12.149253,9.294307,QSO
-1.6099461,-1.6905881,GALAXY
2.2310307,8.496647,GALAXY
14.52706,2.6249561,QSO
9.734059,-5.970579,GALAXY
2.2282717,-4.7304907,GALAXY
6.3292074,-4.416348,GALAXY
-5.05716,6.0060863,STAR
-4.894037,1.5046521,GALAXY
8.9722,9.335848,QSO
10.373808,5.445077,QSO
-0.4120509,11.74614,GALAXY
4.27647,4.7247467,QSO
8.83021,15.33264,STAR
2.426489,-2.4242866,GALAXY
1.4974233,3.8185117,GALAXY
10.956445,5.923794,STAR
3.8226135,5.2679467,GALAXY
11.427883,11.927894,QSO
-1.0851591,5.027497,GALAXY
11.447266,0.95877415,STAR
4.0348244,-0.51516587,GALAXY
10.666155,12.008359,QSO
2.6958382,2.8758202,STAR
3.6690352,10.638972,GALAXY
6.676119,5.102169,GALAXY
0.34205344,7.3391724,STAR
4.059478,3.7499797,GALAXY
-4.9750075,4.0719724,GALAXY
12.09657,10.923541,STAR
1.1258969,13.230945,GALAXY
13.426703,12.798647,STAR
-5.21978,3.4141827,STAR
-5.771458,-0.65544593,STAR
8.325536,-2.44612,GALAXY
-0.3180035,12.864368,GALAXY
9.473641,1.0352107,GALAXY
6.204658,-3.3870537,GALAXY
0.36076418,12.709018,GALAXY
10.590824,16.017233,STAR
15.056288,0.9839101,STAR
10.737271,-3.939639,GALAXY
12.457527,3.2360098,QSO
11.091845,13.666569,STAR
11.033051,10.3395405,STAR
2.126511,-2.4895449,QSO
-3.5038984,3.4477093,STAR
-1.1499276,-1.303271,GALAXY
7.1447716,-0.46926793,GALAXY
13.215954,10.2633095,QSO
13.506646,10.571583,STAR
9.385131,13.683463,GALAXY
11.603482,5.480501,GALAXY
2.5754683,-4.9735556,GALAXY
7.43562,3.6879315,STAR
-1.8064294,3.476298,GALAXY
3.707574,9.335892,GALAXY
-2.8361094,4.74082,GALAXY
7.869685,8.764579,STAR
5.639324,5.6560454,STAR
9.457119,2.1479998,GALAXY
-7.4124107,1.9563476,GALAXY
7.308721,6.8411684,QSO
-0.83288795,7.94031,GALAXY
-0.29365233,4.188549,GALAXY
11.126874,5.696887,STAR
10.6669235,-0.6556751,STAR
8.238117,5.5549555,STAR
1.4821833,15.007925,GALAXY
10.552538,1.7739543,QSO
11.610171,-0.95047015,STAR
2.5739663,6.773495,GALAXY
-6.7363157,1.1054672,GALAXY
-3.2558732,11.8181,GALAXY
-0.8838543,5.7242975,STAR
1.0456429,3.4963,GALAXY
8.932434,5.555416,GALAXY
-1.4757855,12.065141,GALAXY
4.308812,15.401556,STAR
1.9906809,9.60681,GALAXY
7.0100136,2.2416093,GALAXY
8.435174,7.56768,STAR
11.224059,15.305081,STAR
-0.4255924,2.521773,GALAXY
4.3350725,10.4351845,GALAXY
11.044583,7.207608,GALAXY
11.365154,5.7635283,GALAXY
-0.94234973,10.856413,GALAXY
5.4945803,-2.2828987,STAR
3.3933125,9.613219,GALAXY
5.4998345,-1.891499,GALAXY
2.2314146,4.6678863,GALAXY
1.1703433,5.437167,GALAXY
9.504981,-5.3536024,GALAXY
0.020648677,15.241995,GALAXY
12.597486,11.675714,QSO
8.927884,4.651958,QSO
11.0437975,1.2575928,STAR
12.467537,2.7948694,QSO
0.065307535,0.8804812,GALAXY
-2.764751,4.5640907,GALAXY
10.175675,3.1150045,QSO
3.5490928,14.051018,GALAXY
12.320952,-2.0535278,STAR
2.5059164,13.991054,GALAXY
1.2149401,7.8764777,GALAXY
2.9597511,0.83587617,GALAXY
13.883719,-1.2069271,GALAXY
5.8812532,2.8332036,GALAXY
-0.76783925,14.972182,GALAXY
0.50617576,12.402991,STAR
-0.49389645,9.187625,GALAXY
4.6586866,3.4584374,GALAXY
9.656306,-3.6262946,STAR
1.5332605,-2.1172533,QSO
14.075448,-0.9449121,QSO
13.449568,2.2546744,STAR
4.918881,-3.2660549,GALAXY
11.504341,5.5433884,GALAXY
-1.8987718,5.2809896,GALAXY
3.0485735,6.59681,STAR
11.501991,11.599593,STAR
1.5594739,7.4031653,GALAXY
12.252699,3.3672516,QSO
0.19871798,13.270658,GALAXY
5.404902,4.251752,GALAXY
8.781917,-4.728955,GALAXY
3.198858,7.3285246,STAR
-0.4656893,9.736315,STAR
9.1770115,-4.3034654,GALAXY
13.37082,11.706641,STAR
10.532222,8.212362,QSO
15.1311,2.8178205,GALAXY
12.169648,-0.4136316,STAR
2.1643252,5.9933844,GALAXY
-1.63565,-1.4087348,GALAXY
7.2085204,-4.9821258,GALAXY
1.9217017,-0.07450373,GALAXY
11.84005,8.63127,QSO
2.9375224,12.142954,GALAXY
11.161048,14.630521,STAR
-3.828729,6.9329214,STAR
-0.6426063,14.930387,STAR
2.09448,-3.2031643,GALAXY
-0.49093023,9.787255,STAR
-0.6436583,7.789367,STAR
-2.6982028,7.829457,GALAXY
3.735902,-3.8034916,STAR
4.2118087,0.5385167,GALAXY
7.731696,-0.64161223,STAR
13.643265,2.874224,QSO
6.0301948,1.4990819,GALAXY
-1.143693,3.6383944,GALAXY
1.6413255,2.9101732,GALAXY
7.494683,1.7693136,STAR
6.769483,-1.2638931,GALAXY
11.572448,8.993415,QSO
0.40071633,-0.5835895,GALAXY
10.65085,2.9977043,QSO
13.129481,13.196445,STAR
9.324973,-3.6530573,GALAXY
0.4936326,-4.996861,STAR
8.163653,-6.066439,GALAXY
7.523043,0.2924106,GALAXY
11.998014,-2.3708184,STAR
9.393069,9.098584,QSO
3.890052,-5.0703673,GALAXY
2.4875631,-2.495349,QSO
0.53231466,4.3023663,GALAXY
0.43974712,10.482493,GALAXY
3.5340672,5.6483655,GALAXY
-0.22587122,15.342738,GALAXY
8.035783,12.674243,QSO
2.9472437,2.9977186,GALAXY
-1.8627106,7.694618,GALAXY
-0.92984354,3.3080683,STAR
11.118898,4.6295238,GALAXY
11.213734,12.540812,QSO
9.347446,-5.4224377,GALAXY
5.5508,7.2476454,GALAXY
-3.9663298,2.7557647,GALAXY
10.991848,15.781237,GALAXY
9.912487,12.32036,QSO
2.0725186,4.7950892,GALAXY
-0.6239255,5.6721673,GALAXY
10.527565,12.079882,QSO
9.93165,5.1247373,STAR
1.9298925,-1.036523,GALAXY
8.983233,8.014621,QSO
-4.7985706,3.689566,GALAXY
-8.041551,5.1760483,STAR
5.7192845,3.8187726,QSO
-2.5411777,12.348544,GALAXY
-1.3316154,12.597744,GALAXY
9.815279,14.652977,GALAXY
8.660054,12.586187,QSO
-3.068514,8.215648,GALAXY
5.3346133,5.8396597,GALAXY
8.821762,13.149982,QSO
3.331605,2.9190114,GALAXY
0.82212585,7.5386815,GALAXY
5.8447566,-2.7029161,STAR
2.0353518,11.618496,GALAXY
15.531175,12.09309,GALAXY
11.587385,14.918489,STAR
13.224321,3.2245624,QSO
-1.2247013,5.3428264,GALAXY
1.0745196,6.4768763,GALAXY
2.641381,12.585828,GALAXY
4.2848186,1.8484838,GALAXY
0.45649266,2.118632,GALAXY
7.7082815,4.1922894,STAR
0.86013556,-3.3476803,QSO
-4.9762225,3.286455,GALAXY
8.712337,-6.1982484,GALAXY
-5.5357914,5.135665,GALAXY
-3.3168476,2.5885444,GALAXY
8.858276,12.787177,QSO
2.1504848,10.304814,GALAXY
13.84779,9.230362,QSO
15.329291,2.756259,GALAXY
14.051566,10.929125,STAR
-1.0307753,2.7776058,GALAXY
11.628588,5.4109187,GALAXY
10.027627,1.0744337,STAR
2.2351637,15.589683,GALAXY
12.275037,13.782276,STAR
8.859129,8.780489,STAR
4.401671,-4.1568575,GALAXY
10.852124,9.436039,QSO
1.4685603,-3.1033368,QSO
15.216131,0.12565601,QSO
0.7044637,-3.2550907,GALAXY
10.149663,-5.072345,GALAXY
-7.3117948,1.3315251,STAR
0.37573692,-3.073339,GALAXY
12.099671,2.5241318,QSO
9.248893,2.1319487,QSO
1.7257383,7.613316,GALAXY
-4.9199266,5.363438,GALAXY
0.4825892,12.290427,GALAXY
1.5885034,8.045581,GALAXY
-0.8040518,12.871696,GALAXY
10.380357,11.922482,QSO
11.159528,11.170681,STAR
11.649249,2.6772854,QSO
13.755537,11.84499,STAR
2.3821018,-4.668663,QSO
12.230022,14.592832,STAR
12.9909525,9.828849,GALAXY
8.519826,-3.206685,STAR
3.395456,6.6221313,GALAXY
9.949205,16.060497,STAR
15.767205,0.34848887,GALAXY
10.613306,-3.3886042,GALAXY
0.44441018,3.637106,GALAXY
-0.0934301,4.4330897,GALAXY
5.198099,3.6052883,GALAXY
6.6315637,5.2296596,GALAXY
0.5766649,6.383232,GALAXY
7.7274766,7.722928,QSO
6.7543902,13.917871,STAR
3.4051473,15.304115,STAR
9.904497,6.8698587,QSO
8.177048,7.7015877,QSO
8.418493,5.2192135,QSO
9.4415455,6.28317,QSO
-3.5153975,8.27177,GALAXY
12.185264,4.576383,GALAXY
4.4476094,6.5580287,GALAXY
8.278392,9.034943,QSO
11.380409,14.147025,STAR
-0.1828788,4.821868,GALAXY
6.925801,-1.6071577,GALAXY
11.224478,12.199586,QSO
1.6321803,12.311984,STAR
3.8116636,9.525099,GALAXY
6.81783,-1.3424171,GALAXY
-4.001345,4.3607054,GALAXY
-2.6033204,2.811817,GALAXY
8.902532,13.261107,QSO
2.9042315,8.284546,GALAXY
-0.22875734,9.412209,STAR
9.969278,4.481671,QSO
1.8152535,-3.0549147,QSO
1.0053498,-3.090704,GALAXY
-3.3905456,9.057386,GALAXY
-6.3445826,0.4687921,STAR
2.0305123,10.159599,GALAXY
9.022497,4.5108213,QSO
6.0431933,-3.9254086,GALAXY
6.98746,0.7814316,STAR
12.537004,3.2954998,QSO
5.945616,7.120611,GALAXY
12.538408,12.326991,QSO
-4.1626887,7.537914,GALAXY
-0.26027858,0.5210548,GALAXY
15.940132,10.486385,GALAXY
11.058222,4.9037485,GALAXY
11.880413,2.9511921,QSO
13.379236,4.246729,GALAXY
-0.19440043,8.796786,GALAXY
11.338459,3.5730865,QSO
-4.255564,2.5553858,GALAXY
-2.2249193,10.088166,GALAXY
11.35504,0.20801094,GALAXY
3.33617,0.26911572,GALAXY
2.8202438,-0.8525474,GALAXY
12.552772,12.008949,QSO
4.824227,8.01796,GALAXY
10.494715,9.30965,QSO
-0.08895509,9.541466,GALAXY
9.843729,14.075053,QSO
-7.4878173,5.7847986,GALAXY
12.208317,8.7157755,QSO
-5.1187363,5.385314,GALAXY
14.659769,2.0049891,GALAXY
0.7395971,6.528397,GALAXY
1.7729095,4.6824503,GALAXY
8.186574,-4.529909,GALAXY
-1.3624636,7.6047306,GALAXY
7.611564,7.29455,STAR
3.4218984,15.486114,STAR
-4.1010327,9.8172655,GALAXY
4.0962,2.6610925,GALAXY
-1.984078,8.614607,GALAXY
4.4145803,-4.423347,GALAXY
-5.5697207,2.2359452,GALAXY
1.2232388,6.407203,GALAXY
-3.861023,1.4088839,GALAXY
-7.7134223,2.3192368,STAR
9.988889,3.615041,GALAXY
10.301385,2.689387,QSO
-3.5425441,8.13806,GALAXY
7.764574,15.150274,GALAXY
-0.46691474,1.8126886,GALAXY
10.264512,3.4612677,QSO
1.5458666,2.596075,GALAXY
-4.095707,7.3262196,GALAXY
-0.080744535,-4.1710944,QSO
0.12715834,-0.39481175,GALAXY
9.336486,-4.041984,GALAXY
9.632021,0.63587624,STAR
10.2174425,-5.50254,GALAXY
3.3221734,13.064751,GALAXY
0.3668903,0.5202689,GALAXY
9.230509,5.457951,QSO
5.145581,-0.37519732,STAR
9.893007,9.3038225,QSO
-1.1321086,13.070285,GALAXY
15.581945,12.086185,STAR
0.54789674,10.552918,GALAXY
0.14226682,10.479425,GALAXY
11.086665,4.6263337,GALAXY
-2.917858,5.3082304,GALAXY
13.239277,5.923056,GALAXY
16.595497,10.937101,STAR
-1.5663627,3.9580207,STAR
5.234254,-3.6354396,STAR
7.265328,0.9724605,GALAXY
11.778718,8.253222,GALAXY
4.9238005,0.6905584,GALAXY
13.974942,3.3977535,GALAXY
-0.46594298,12.076044,GALAXY
4.106488,9.947616,GALAXY
6.0387564,4.8144054,GALAXY
10.672677,2.512224,QSO
-0.085914135,6.4227996,GALAXY
9.127854,7.920271,QSO
11.492763,0.8365762,GALAXY
-3.811011,4.1966186,GALAXY
-2.6696434,9.967023,GALAXY
5.9952183,4.616307,GALAXY
10.347461,10.295575,STAR
7.712329,3.1723473,STAR
13.795161,2.1520572,GALAXY
3.6183577,-0.82911205,GALAXY
8.127832,13.022729,QSO
8.425847,8.362629,QSO
9.368147,8.764927,GALAXY
7.484988,-1.7949008,GALAXY
2.1791372,-2.3566232,QSO
3.613689,14.8656025,GALAXY
13.428793,1.504273,GALAXY
0.6662053,15.573185,GALAXY
12.077536,2.0458045,QSO
0.5269809,11.125192,GALAXY
-3.2572799,-2.650582,GALAXY
14.627647,4.9272757,GALAXY
8.730154,8.451858,QSO
6.528104,-1.75708,STAR
-1.9982535,-2.3782127,STAR
-5.843154,2.3067348,GALAXY
12.319774,3.4320524,GALAXY
-4.493145,2.004914,GALAXY
2.5306952,-2.426414,QSO
-0.017214838,5.953867,STAR
-0.5871603,2.8735678,GALAXY
4.2749643,7.125649,GALAXY
4.675126,-0.15023671,GALAXY
-0.36194512,11.906169,GALAXY
10.084489,3.6982772,QSO
1.3182591,8.277259,GALAXY
2.482917,2.0266695,GALAXY
8.960249,9.156897,QSO
2.4196303,15.037837,GALAXY
1.6916381,0.6647486,GALAXY
3.0396898,8.577945,GALAXY
6.7519255,14.977075,STAR
13.721383,1.9662657,GALAXY
10.237987,9.175438,QSO
10.722846,1.1383833,STAR
10.176802,-5.429969,GALAXY
-0.12413203,0.877257,STAR
9.446964,1.8873765,STAR
